ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_2981	14623	20.44	1	6	0.41	0.636	0.273	2.000	832.00	832.00	0.00
scaffold_2982	14616	19.92	1	15	1.03	0.334	0.216	0.071	246.50	246.50	0.20
scaffold_2983	14616	19.85	1	14	0.96	0.325	0.150	0.750	519.00	519.00	0.07
scaffold_2984	14615	19.14	1	11	0.75	0.430	0.351	0.100	1508.00	1508.00	0.18
scaffold_2985	14613	17.53	1	6	0.41	0.265	0.251	1.000	1815.00	1815.00	0.00
scaffold_2986	14611	17.15	1	23	1.57	0.334	0.219	0.045	104.00	104.00	0.26
scaffold_2987	14604	19.60	1	9	0.62	0.390	0.246	2.000	813.50	813.50	0.11
scaffold_2988	14601	16.51	1	8	0.55	0.219	0.169	0.600	1197.50	1197.50	0.00
scaffold_2989	14600	15.60	1	14	0.96	0.181	0.159	1.800	663.00	663.00	0.07
scaffold_2990	14599	18.28	1	18	1.23	0.295	0.222	0.800	263.00	263.00	0.00
scaffold_2991	14598	16.83	1	7	0.48	0.608	0.222	NA	1426.00	1426.00	0.00
scaffold_2992	14596	21.32	1	13	0.89	0.459	0.294	3.333	209.00	209.00	0.08
scaffold_2993	14595	17.42	1	13	0.89	0.317	0.186	0.857	289.00	289.00	0.08
scaffold_2994	14594	16.52	1	9	0.62	0.256	0.171	0.286	820.50	820.50	0.11
scaffold_2995	14579	19.70	1	20	1.37	0.269	0.195	0.667	240.00	240.00	0.20
scaffold_2996	14579	20.45	1	14	0.96	0.507	0.294	1.000	276.00	276.00	0.07
scaffold_2997	14577	15.48	1	11	0.75	0.201	0.204	0.100	900.00	900.00	0.00
scaffold_2998	14576	17.95	1	9	0.62	0.282	0.189	8.000	648.00	648.00	0.11
scaffold_2999	14570	20.16	1	19	1.30	0.267	0.198	0.357	598.50	598.50	0.16
scaffold_3000	14566	19.57	1	17	1.17	0.239	0.195	2.400	533.00	533.00	0.24
scaffold_3001	14564	17.21	1	22	1.51	0.325	0.214	0.294	245.00	245.00	0.32
scaffold_3002	14562	18.36	1	14	0.96	0.216	0.192	0.400	419.00	419.00	0.00
scaffold_3003	14561	21.70	1	10	0.69	0.492	0.268	9.000	378.50	378.50	0.40
scaffold_3004	14561	17.64	1	12	0.82	0.410	0.362	0.500	390.50	390.50	0.00
scaffold_3005	14555	17.41	1	13	0.89	0.326	0.267	1.167	574.50	574.50	0.08
scaffold_3006	14551	19.26	1	15	1.03	0.252	0.174	2.000	740.50	740.50	0.07
scaffold_3007	14551	17.36	1	11	0.76	0.262	0.228	NA	267.00	267.00	0.00
scaffold_3008	14550	17.40	1	12	0.82	0.303	0.217	1.400	546.00	546.00	0.00
scaffold_3009	14549	18.81	1	13	0.89	0.352	0.288	0.857	367.00	367.00	0.00
scaffold_3010	14548	17.67	1	11	0.76	0.469	0.213	NA	467.00	467.00	0.00
scaffold_3011	14547	18.85	1	9	0.62	0.560	0.216	3.500	844.00	844.00	0.00
scaffold_3012	14544	18.54	1	12	0.83	0.274	0.240	3.000	832.00	832.00	0.17
scaffold_3013	14544	19.44	1	13	0.89	0.297	0.243	2.250	712.50	712.50	0.08
scaffold_3014	14539	17.20	1	13	0.89	0.369	0.237	1.600	608.50	608.50	0.08
scaffold_3015	14537	20.49	1	3	0.21	1.392	1.758	2.000	1268.00	1268.00	0.00
scaffold_3016	14533	20.15	1	20	1.38	0.318	0.260	5.667	199.00	199.00	0.10
scaffold_3017	14533	17.06	1	15	1.03	0.274	0.207	0.071	191.50	191.50	0.07
scaffold_3018	14532	16.34	1	11	0.76	0.253	0.144	2.667	643.50	643.50	0.09
scaffold_3019	14531	20.51	1	16	1.10	0.413	0.198	1.000	264.00	264.00	0.06
scaffold_3020	14528	17.15	1	24	1.65	0.305	0.300	0.143	231.00	231.00	0.12
scaffold_3021	14528	20.49	1	13	0.89	0.458	0.258	0.625	385.00	385.00	0.15
scaffold_3022	14524	19.24	1	12	0.83	0.351	0.307	1.000	310.50	310.50	0.00
scaffold_3023	14523	18.00	1	17	1.17	0.308	0.213	0.214	724.00	724.00	0.12
scaffold_3024	14523	17.19	1	14	0.96	0.338	0.231	1.800	313.00	313.00	0.07
scaffold_3025	14523	18.88	1	14	0.96	0.256	0.229	1.000	573.00	573.00	0.14
scaffold_3026	14522	17.64	1	15	1.03	0.382	0.315	1.143	120.00	120.00	0.13
scaffold_3027	14520	16.94	1	9	0.62	0.232	0.162	0.800	1735.00	1735.00	0.00
scaffold_3028	14520	23.40	1	23	1.58	0.395	0.243	1.300	154.00	154.00	0.09
scaffold_3029	14519	16.90	1	7	0.48	0.392	0.381	0.400	1576.00	1576.00	0.14
scaffold_3030	14517	17.44	1	14	0.96	0.399	0.350	0.750	182.00	182.00	0.21
scaffold_3031	14517	18.10	1	12	0.83	0.324	0.292	1.000	386.00	386.00	0.00
scaffold_3032	14517	15.95	1	16	1.10	0.304	0.266	15.000	430.00	430.00	0.06
scaffold_3033	14514	21.90	1	19	1.31	0.281	0.225	0.267	337.00	337.00	0.16
scaffold_3034	14513	20.82	1	16	1.10	0.391	0.345	0.600	92.00	92.00	0.12
scaffold_3035	14512	18.69	1	12	0.83	0.240	0.195	2.000	754.00	754.00	0.00
scaffold_3036	14505	12.86	1	4	0.28	0.142	0.129	3.000	1039.50	1039.50	0.00
scaffold_3037	14505	20.16	1	7	0.48	0.847	0.306	2.500	588.00	588.00	0.00
scaffold_3038	14501	15.92	1	11	0.76	0.307	0.258	1.200	498.50	498.50	0.09
scaffold_3039	14499	20.96	1	16	1.10	0.296	0.225	0.143	424.00	424.00	0.25
scaffold_3040	14498	15.62	1	8	0.55	0.209	0.131	1.000	648.00	648.00	0.00
scaffold_3041	14491	20.59	1	15	1.04	0.442	0.345	0.875	263.00	263.00	0.20
scaffold_3042	14490	17.85	1	18	1.24	0.379	0.226	NA	185.00	185.00	0.33
scaffold_3043	14488	19.51	1	11	0.76	0.300	0.243	0.375	770.00	770.00	0.18
scaffold_3044	14487	15.29	1	16	1.10	0.206	0.186	0.231	423.00	423.00	0.12
scaffold_3045	14484	19.97	1	15	1.04	0.368	0.270	NA	188.50	188.50	0.20
scaffold_3046	14479	16.05	1	12	0.83	0.239	0.178	11.000	556.00	556.00	0.00
scaffold_3047	14477	17.33	1	11	0.76	0.187	0.159	10.000	522.00	522.00	0.09
scaffold_3048	14474	23.38	1	19	1.31	0.486	0.414	1.375	120.50	120.50	0.16
scaffold_3049	14470	20.64	1	15	1.04	0.362	0.303	0.500	351.00	351.00	0.07
scaffold_3050	14465	16.86	1	11	0.76	0.280	0.228	0.571	636.00	636.00	0.00
scaffold_3051	14464	18.22	1	16	1.11	0.400	0.213	1.286	234.00	234.00	0.19
scaffold_3052	14460	17.39	1	20	1.38	0.311	0.206	0.429	572.00	572.00	0.25
scaffold_3053	14460	21.69	1	25	1.73	0.223	0.216	0.471	345.00	345.00	0.16
scaffold_3054	14457	18.89	1	12	0.83	0.558	0.162	0.091	415.50	415.50	0.00
scaffold_3055	14455	12.78	1	3	0.21	0.191	0.177	0.500	5961.00	5961.00	0.00
scaffold_3056	14455	17.83	1	19	1.31	0.355	0.354	0.056	269.50	269.50	0.16
scaffold_3057	14455	15.95	1	6	0.42	0.214	0.188	1.000	1705.50	1705.50	0.00
scaffold_3058	14454	17.95	1	20	1.38	0.263	0.261	0.429	413.00	413.00	0.15
scaffold_3059	14449	16.78	1	16	1.11	0.289	0.156	0.333	480.00	480.00	0.00
scaffold_3060	14449	19.65	1	19	1.31	0.293	0.240	3.750	335.50	335.50	0.05
scaffold_3061	14448	18.34	1	13	0.90	0.351	0.204	5.500	610.00	610.00	0.00
scaffold_3062	14447	18.23	1	23	1.59	0.326	0.246	0.150	81.50	81.50	0.13
scaffold_3063	14442	16.83	1	19	1.32	0.326	0.315	0.188	130.00	130.00	0.11
scaffold_3064	14431	23.71	1	12	0.83	0.813	0.222	0.333	155.00	155.00	0.25
scaffold_3065	14430	16.24	1	17	1.18	0.237	0.213	0.700	621.50	621.50	0.18
scaffold_3066	14428	19.43	1	11	0.76	0.318	0.228	1.200	786.50	786.50	0.09
scaffold_3067	14427	15.74	1	15	1.04	0.228	0.234	1.500	654.50	654.50	0.07
scaffold_3068	14427	24.14	1	14	0.97	0.449	0.317	0.167	305.00	305.00	0.07
scaffold_3069	14426	16.07	1	9	0.62	0.232	0.204	NA	1005.50	1005.50	0.11
scaffold_3070	14423	17.70	1	17	1.18	0.274	0.192	1.833	545.00	545.00	0.18
scaffold_3071	14421	16.10	1	11	0.76	0.246	0.171	2.667	785.00	785.00	0.00
scaffold_3072	14416	21.82	1	19	1.32	0.299	0.186	0.188	321.50	321.50	0.16
scaffold_3073	14413	14.99	1	15	1.04	0.207	0.162	0.500	570.00	570.00	0.00
scaffold_3074	14413	18.05	1	8	0.56	0.530	0.538	0.143	1249.00	1249.00	0.00
scaffold_3075	14413	17.50	1	11	0.76	0.224	0.210	NA	989.00	989.00	0.09
scaffold_3076	14412	17.99	1	17	1.18	0.274	0.186	7.500	422.00	422.00	0.24
scaffold_3077	14409	20.30	1	14	0.97	0.249	0.203	0.556	635.00	635.00	0.00
scaffold_3078	14409	19.95	1	17	1.18	0.328	0.258	0.545	404.00	404.00	0.12
scaffold_3079	14404	17.34	1	18	1.25	0.207	0.189	0.125	393.00	393.00	0.06
scaffold_3080	14404	16.59	1	14	0.97	0.296	0.154	0.556	469.00	469.00	0.07
scaffold_3081	14403	17.23	1	11	0.76	0.643	0.525	0.100	189.00	189.00	0.18
scaffold_3082	14399	18.03	1	18	1.25	0.211	0.198	5.000	461.00	461.00	0.00
scaffold_3083	14396	16.03	1	15	1.04	0.176	0.162	NA	357.00	357.00	0.00
scaffold_3084	14393	15.72	1	18	1.25	0.217	0.210	8.000	361.50	361.50	0.00
scaffold_3085	14389	35.90	1	6	0.42	0.211	0.195	0.200	2298.50	2298.50	0.33
scaffold_3086	14385	17.36	1	18	1.25	0.274	0.265	0.500	506.00	506.00	0.17
scaffold_3087	14383	18.70	1	15	1.04	0.277	0.234	0.364	415.00	415.00	0.00
scaffold_3088	14383	17.35	1	19	1.32	0.274	0.288	0.583	501.50	501.50	0.16
scaffold_3089	14383	36.70	1	6	0.42	0.223	0.195	0.500	1690.00	1690.00	0.33
scaffold_3090	14382	17.58	1	6	0.42	0.235	0.222	1.000	1513.00	1513.00	0.00
scaffold_3091	14381	18.34	1	10	0.70	0.218	0.148	9.000	644.50	644.50	0.20
scaffold_3092	14376	19.46	1	15	1.04	0.339	0.207	6.500	236.00	236.00	0.20
scaffold_3093	14374	18.56	1	9	0.63	0.347	0.189	1.250	781.00	781.00	0.00
scaffold_3094	14373	20.68	1	11	0.77	0.468	0.159	1.200	590.00	590.00	0.09
scaffold_3095	14363	17.08	1	6	0.42	0.545	0.458	1.000	1668.50	1668.50	0.33
scaffold_3096	14363	13.79	1	6	0.42	0.440	0.280	NA	1710.00	1710.00	0.00
scaffold_3097	14361	21.80	1	8	0.56	0.909	0.575	NA	841.50	841.50	0.25
scaffold_3098	14360	17.29	1	13	0.91	0.278	0.195	0.300	458.00	458.00	0.00
scaffold_3099	14359	21.33	1	10	0.70	0.610	0.449	4.000	1056.00	1056.00	0.30
scaffold_3100	14357	16.47	1	13	0.91	0.173	0.177	1.600	975.00	975.00	0.00
scaffold_3101	14357	20.71	1	11	0.77	0.633	0.249	0.571	535.00	535.00	0.18
scaffold_3102	14353	25.13	1	19	1.32	0.304	0.294	0.357	190.50	190.50	0.16
scaffold_3103	14351	17.61	1	12	0.84	0.353	0.231	0.200	640.00	640.00	0.08
scaffold_3104	14347	16.56	1	10	0.70	0.380	0.314	NA	629.00	629.00	0.10
scaffold_3105	14343	16.75	1	18	1.25	0.239	0.161	0.385	451.00	451.00	0.06
scaffold_3106	14338	17.85	1	9	0.63	0.486	0.384	1.250	349.00	349.00	0.22
scaffold_3107	14332	16.56	1	12	0.84	0.343	0.279	NA	635.00	635.00	0.08
scaffold_3108	14330	17.74	1	23	1.61	0.275	0.222	0.211	220.00	220.00	0.26
scaffold_3109	14329	20.35	1	20	1.40	0.275	0.184	3.000	292.00	292.00	0.20
scaffold_3110	14327	17.67	1	19	1.33	0.344	0.231	0.118	188.00	188.00	0.21
scaffold_3111	14320	15.75	1	15	1.05	0.265	0.189	6.500	490.50	490.50	0.07
scaffold_3112	14315	18.43	1	16	1.12	0.429	0.277	1.667	308.00	308.00	0.19
scaffold_3113	14311	23.65	1	5	0.35	0.724	0.303	0.667	194.00	194.00	0.00
scaffold_3114	14310	15.89	1	12	0.84	0.214	0.209	NA	844.50	844.50	0.00
scaffold_3115	14309	17.30	1	16	1.12	0.392	0.323	0.333	528.00	528.00	0.19
scaffold_3116	14309	20.47	1	14	0.98	0.328	0.181	1.333	564.00	564.00	0.21
scaffold_3117	14308	19.68	1	6	0.42	0.808	0.175	1.000	1474.00	1474.00	0.00
scaffold_3118	14306	16.72	1	14	0.98	0.316	0.252	1.000	514.50	514.50	0.14
scaffold_3119	14301	19.19	1	11	0.77	0.358	0.237	1.750	262.00	262.00	0.00
scaffold_3120	14294	19.55	1	14	0.98	0.352	0.310	1.800	408.50	408.50	0.00
scaffold_3121	14287	17.10	1	17	1.19	0.242	0.162	1.429	375.50	375.50	0.06
scaffold_3122	14287	20.28	1	13	0.91	0.480	0.285	2.250	506.00	506.00	0.15
scaffold_3123	14285	17.54	1	10	0.70	0.511	0.295	2.333	911.50	911.50	0.20
scaffold_3124	14285	14.34	1	1	0.07	3.471	3.471	NA	8754.00	8754.00	0.00
scaffold_3125	14283	15.95	1	9	0.63	0.213	0.204	1.250	725.00	725.00	0.00
scaffold_3126	14282	15.23	1	9	0.63	0.168	0.171	3.500	824.00	824.00	0.00
scaffold_3127	14281	18.70	1	11	0.77	0.440	0.261	0.375	360.00	360.00	0.09
scaffold_3128	14279	17.97	1	12	0.84	0.209	0.189	0.200	813.00	813.00	0.00
scaffold_3129	14276	16.36	1	16	1.12	0.207	0.183	0.455	519.00	519.00	0.00
scaffold_3130	14275	16.27	1	14	0.98	0.191	0.172	0.167	668.00	668.00	0.14
scaffold_3131	14274	18.73	1	9	0.63	0.370	0.321	8.000	708.50	708.50	0.11
scaffold_3132	14273	17.38	1	14	0.98	0.235	0.154	1.800	719.00	719.00	0.07
scaffold_3133	14269	16.47	1	12	0.84	0.239	0.212	0.200	870.00	870.00	0.08
scaffold_3134	14268	19.55	1	11	0.77	0.315	0.315	0.571	249.00	249.00	0.00
scaffold_3135	14267	19.58	1	18	1.26	0.324	0.214	1.000	276.50	276.50	0.22
scaffold_3136	14267	23.52	1	13	0.91	0.319	0.240	2.250	180.00	180.00	0.15
scaffold_3137	14265	21.91	1	15	1.05	0.518	0.390	6.500	342.50	342.50	0.07
scaffold_3138	14265	21.33	1	16	1.12	0.267	0.225	0.778	334.00	334.00	0.12
scaffold_3139	14263	21.29	1	8	0.56	0.711	0.495	0.143	443.00	443.00	0.38
scaffold_3140	14262	17.54	1	18	1.26	0.207	0.158	0.200	512.00	512.00	0.22
scaffold_3141	14262	20.57	1	7	0.49	0.849	0.210	0.750	230.00	230.00	0.00
scaffold_3142	14249	17.80	1	11	0.77	0.518	0.396	0.833	673.00	673.00	0.00
scaffold_3143	14246	20.12	1	9	0.63	0.827	0.291	1.250	556.00	556.00	0.22
scaffold_3144	14245	20.74	1	17	1.19	0.218	0.207	0.545	415.00	415.00	0.00
scaffold_3145	14245	18.12	1	5	0.35	0.705	0.225	1.500	2408.00	2408.00	0.00
scaffold_3146	14244	24.67	1	10	0.70	0.821	0.282	0.250	48.50	48.50	0.20
scaffold_3147	14236	20.10	1	20	1.40	0.309	0.288	1.857	343.50	343.50	0.20
scaffold_3148	14234	18.29	1	11	0.77	0.222	0.153	0.833	743.00	743.00	0.00
scaffold_3149	14230	16.21	1	10	0.70	0.504	0.409	NA	548.00	548.00	0.10
scaffold_3150	14230	19.43	1	13	0.91	0.356	0.315	0.083	587.00	587.00	0.08
scaffold_3151	14226	18.26	1	19	1.34	0.313	0.261	18.000	259.00	259.00	0.05
scaffold_3152	14225	17.27	1	14	0.98	0.159	0.145	0.273	756.50	756.50	0.14
scaffold_3153	14224	20.92	1	7	0.49	0.558	0.177	1.333	1247.00	1247.00	0.00
scaffold_3154	14217	17.54	1	13	0.91	0.209	0.168	0.857	867.50	867.50	0.08
scaffold_3155	14214	14.90	1	6	0.42	0.288	0.198	2.000	1263.00	1263.00	0.00
scaffold_3156	14213	16.60	1	15	1.06	0.286	0.249	6.500	549.00	549.00	0.07
scaffold_3157	14213	15.91	1	13	0.91	0.213	0.171	3.333	663.00	663.00	0.00
scaffold_3158	14212	16.06	1	19	1.34	0.296	0.198	0.118	184.50	184.50	0.05
scaffold_3159	14211	17.11	1	12	0.84	0.300	0.297	11.000	709.00	709.00	0.08
scaffold_3160	14207	32.10	1	5	0.35	0.230	0.195	0.667	1607.00	1607.00	0.20
scaffold_3161	14207	15.58	1	12	0.84	0.139	0.120	0.200	355.00	355.00	0.08
scaffold_3162	14199	18.76	1	15	1.06	0.315	0.174	1.143	640.00	640.00	0.13
scaffold_3163	14197	23.41	1	14	0.99	0.310	0.224	1.800	511.00	511.00	0.14
scaffold_3164	14193	17.63	1	13	0.92	0.289	0.192	3.333	129.00	129.00	0.00
scaffold_3165	14192	30.49	1	8	0.56	1.572	0.432	7.000	165.00	165.00	0.12
scaffold_3166	14192	18.57	1	9	0.63	0.406	0.327	0.500	604.00	604.00	0.00
scaffold_3167	14191	19.34	1	11	0.78	0.322	0.228	4.500	149.50	149.50	0.09
scaffold_3168	14191	18.50	1	1	0.07	1.617	1.617	NA	6719.00	6719.00	0.00
scaffold_3169	14190	16.77	1	7	0.49	0.286	0.294	0.400	1764.00	1764.00	0.00
scaffold_3170	14187	16.74	1	12	0.85	0.302	0.225	0.333	439.00	439.00	0.08
scaffold_3171	14186	24.75	1	17	1.20	0.300	0.189	0.889	334.00	334.00	0.00
scaffold_3172	14182	20.67	1	26	1.83	0.293	0.238	5.500	109.00	109.00	0.15
scaffold_3173	14176	16.56	1	12	0.85	0.236	0.271	0.333	752.50	752.50	0.00
scaffold_3174	14175	21.03	1	6	0.42	0.969	0.516	0.200	1319.00	1319.00	0.17
scaffold_3175	14174	19.38	1	15	1.06	0.287	0.135	0.667	476.00	476.00	0.07
scaffold_3176	14174	14.77	1	14	0.99	0.178	0.162	0.400	544.00	544.00	0.00
scaffold_3177	14169	17.35	1	12	0.85	0.300	0.225	0.500	738.50	738.50	0.00
scaffold_3178	14168	19.34	1	16	1.13	0.272	0.269	4.333	178.00	178.00	0.19
scaffold_3179	14161	21.69	1	19	1.34	0.277	0.285	0.583	326.00	326.00	0.11
scaffold_3180	14157	17.98	1	14	0.99	0.289	0.232	2.500	391.00	391.00	0.07
scaffold_3181	14155	17.80	1	13	0.92	0.281	0.237	0.182	665.00	665.00	0.23
scaffold_3182	14153	17.86	1	6	0.42	0.368	0.267	0.500	1146.00	1146.00	0.00
scaffold_3183	14153	18.16	1	10	0.71	0.282	0.181	0.429	668.00	668.00	0.00
scaffold_3184	14152	19.57	1	8	0.57	0.571	0.550	3.000	806.00	806.00	0.00
scaffold_3185	14150	17.74	1	7	0.49	0.345	0.252	0.400	1729.00	1729.00	0.00
scaffold_3186	14150	18.36	1	19	1.34	0.265	0.213	NA	296.00	296.00	0.00
scaffold_3187	14150	17.29	1	14	0.99	0.175	0.146	2.500	181.00	181.00	0.21
scaffold_3188	14148	17.73	1	11	0.78	0.480	0.351	NA	573.00	573.00	0.00
scaffold_3189	14147	17.08	1	8	0.57	0.183	0.186	0.600	1349.00	1349.00	0.00
scaffold_3190	14147	17.95	1	13	0.92	0.315	0.261	0.083	806.50	806.50	0.08
scaffold_3191	14142	19.66	1	18	1.27	0.241	0.201	0.800	416.00	416.00	0.06
scaffold_3192	14141	18.62	1	9	0.64	0.279	0.228	2.000	866.00	866.00	0.11
scaffold_3193	14137	18.21	1	12	0.85	0.289	0.207	0.500	651.00	651.00	0.00
scaffold_3194	14136	21.48	1	9	0.64	0.493	0.258	0.286	815.00	815.00	0.00
scaffold_3195	14128	22.17	1	12	0.85	0.538	0.444	1.400	327.00	327.00	0.08
scaffold_3196	14127	20.27	1	17	1.20	0.386	0.228	0.417	418.50	418.50	0.18
scaffold_3197	14126	16.39	1	8	0.57	0.551	0.175	1.667	954.50	954.50	0.00
scaffold_3198	14126	19.04	1	18	1.27	0.296	0.222	0.059	519.50	519.50	0.33
scaffold_3199	14123	16.46	1	14	0.99	0.240	0.156	NA	414.00	414.00	0.21
scaffold_3200	14119	19.53	1	15	1.06	0.460	0.243	0.667	314.00	314.00	0.20
scaffold_3201	14118	17.22	1	14	0.99	0.189	0.165	1.333	501.00	501.00	0.00
scaffold_3202	14115	17.17	1	15	1.06	0.264	0.234	0.364	506.00	506.00	0.13
scaffold_3203	14112	18.40	1	14	0.99	0.353	0.257	0.750	417.00	417.00	0.00
scaffold_3204	14112	18.14	1	18	1.28	0.297	0.233	NA	439.00	439.00	0.11
scaffold_3205	14111	18.42	1	17	1.20	0.249	0.225	0.417	474.50	474.50	0.06
scaffold_3206	14105	15.68	1	11	0.78	0.230	0.171	2.667	663.00	663.00	0.00
scaffold_3207	14105	15.38	1	7	0.50	0.188	0.162	0.400	2094.00	2094.00	0.00
scaffold_3208	14103	21.86	1	10	0.71	0.521	0.217	0.429	334.00	334.00	0.00
scaffold_3209	14102	18.79	1	11	0.78	0.264	0.240	NA	282.50	282.50	0.09
scaffold_3210	14100	25.33	1	11	0.78	0.308	0.228	0.571	725.00	725.00	0.00
scaffold_3211	14097	19.32	1	16	1.13	0.303	0.267	2.200	269.00	269.00	0.12
scaffold_3212	14097	21.36	1	12	0.85	0.562	0.351	5.000	814.00	814.00	0.25
scaffold_3213	14091	37.09	1	21	1.49	0.314	0.291	0.750	291.00	291.00	0.19
scaffold_3214	14090	17.42	1	8	0.57	0.303	0.263	0.143	484.50	484.50	0.00
scaffold_3215	14087	16.53	1	10	0.71	0.248	0.228	2.333	1488.50	1488.50	0.20
scaffold_3216	14081	17.75	1	9	0.64	0.280	0.246	1.250	894.00	894.00	0.00
scaffold_3217	14081	19.22	1	15	1.07	0.359	0.300	2.750	259.00	259.00	0.13
scaffold_3218	14078	16.39	1	9	0.64	0.272	0.237	3.500	1597.00	1597.00	0.22
scaffold_3219	14075	20.26	1	8	0.57	0.322	0.230	0.600	798.00	798.00	0.00
scaffold_3220	14071	19.23	1	16	1.14	0.315	0.225	4.333	187.00	187.00	0.06
scaffold_3221	14070	16.64	1	10	0.71	0.641	0.241	0.250	685.00	685.00	0.30
scaffold_3222	14062	17.98	1	12	0.85	0.450	0.228	1.000	526.00	526.00	0.08
scaffold_3223	14060	20.33	1	20	1.42	0.355	0.289	2.333	172.00	172.00	0.25
scaffold_3224	14057	16.79	1	7	0.50	0.221	0.204	0.750	2448.00	2448.00	0.00
scaffold_3225	14057	14.58	1	11	0.78	0.226	0.180	0.571	768.00	768.00	0.00
scaffold_3226	14052	15.49	1	16	1.14	0.218	0.184	0.778	604.00	604.00	0.06
scaffold_3227	14050	16.12	1	12	0.85	0.207	0.168	2.000	539.50	539.50	0.00
scaffold_3228	14047	16.67	1	6	0.43	0.308	0.180	1.000	820.50	820.50	0.00
scaffold_3229	14047	19.92	1	16	1.14	0.290	0.251	3.000	276.50	276.50	0.12
scaffold_3230	14045	17.65	1	13	0.93	0.291	0.216	0.625	684.00	684.00	0.00
scaffold_3231	14044	15.76	1	13	0.93	0.302	0.252	0.857	717.00	717.00	0.08
scaffold_3232	14043	15.82	1	13	0.93	0.290	0.171	0.625	679.00	679.00	0.00
scaffold_3233	14042	16.78	1	8	0.57	0.388	0.198	NA	180.00	180.00	0.00
scaffold_3234	14041	17.61	1	5	0.36	0.497	0.471	NA	980.00	980.00	0.00
scaffold_3235	14038	18.37	1	13	0.93	0.234	0.216	2.250	453.00	453.00	0.08
scaffold_3236	14035	16.34	1	10	0.71	0.261	0.188	2.333	405.00	405.00	0.10
scaffold_3237	14033	17.44	1	11	0.78	0.542	0.297	NA	505.00	505.00	0.00
scaffold_3238	14029	13.84	1	9	0.64	0.245	0.171	8.000	1100.00	1100.00	0.22
scaffold_3239	14028	19.75	1	17	1.21	0.265	0.213	1.833	245.00	245.00	0.12
scaffold_3240	14026	19.21	1	20	1.43	0.221	0.181	5.667	34.00	34.00	0.05
scaffold_3241	14022	16.40	1	11	0.78	0.479	0.330	0.222	434.00	434.00	0.09
scaffold_3242	14020	17.87	1	22	1.57	0.225	0.184	3.400	276.50	276.50	0.09
scaffold_3243	14020	17.21	1	12	0.86	0.371	0.162	0.714	450.00	450.00	0.08
scaffold_3244	14015	20.38	1	15	1.07	0.395	0.276	0.875	217.00	217.00	0.13
scaffold_3245	14013	17.01	1	14	1.00	0.240	0.218	0.400	632.00	632.00	0.14
scaffold_3246	14008	18.67	1	10	0.71	0.390	0.304	1.000	1039.00	1039.00	0.10
scaffold_3247	14008	21.62	1	16	1.14	0.334	0.306	0.455	280.00	280.00	0.06
scaffold_3248	14007	15.67	1	12	0.86	0.292	0.181	3.000	1235.00	1235.00	0.08
scaffold_3249	14004	15.51	1	5	0.36	0.277	0.255	4.000	1037.00	1037.00	0.00
scaffold_3250	14004	18.73	1	10	0.71	0.367	0.271	1.500	1039.00	1039.00	0.10
scaffold_3251	13996	16.54	1	20	1.43	0.228	0.203	NA	285.00	285.00	0.20
scaffold_3252	13995	19.05	1	14	1.00	0.453	0.317	1.333	396.00	396.00	0.14
scaffold_3253	13994	16.58	1	14	1.00	0.212	0.175	0.273	565.00	565.00	0.00
scaffold_3254	13993	18.68	1	8	0.57	0.536	0.209	1.667	732.00	732.00	0.12
scaffold_3255	13989	17.17	1	13	0.93	0.300	0.219	0.300	226.00	226.00	0.15
scaffold_3256	13981	17.17	1	9	0.64	0.236	0.180	1.250	433.00	433.00	0.00
scaffold_3257	13980	20.80	1	11	0.79	0.406	0.360	NA	1044.50	1044.50	0.09
scaffold_3258	13980	19.54	1	19	1.36	0.256	0.234	0.188	472.00	472.00	0.05
scaffold_3259	13978	15.92	1	9	0.64	0.218	0.180	0.500	1389.00	1389.00	0.00
scaffold_3260	13976	20.10	1	19	1.36	0.254	0.186	0.188	406.50	406.50	0.16
scaffold_3261	13973	20.15	1	11	0.79	0.417	0.312	0.100	398.00	398.00	0.00
scaffold_3262	13970	19.66	1	16	1.15	0.277	0.208	0.333	245.50	245.50	0.12
scaffold_3263	13965	18.19	1	9	0.64	0.321	0.183	1.250	492.00	492.00	0.00
scaffold_3264	13963	18.55	1	13	0.93	0.315	0.255	1.167	458.50	458.50	0.08
scaffold_3265	13963	20.07	1	9	0.64	0.410	0.252	0.286	542.00	542.00	0.00
scaffold_3266	13956	20.64	1	11	0.79	0.735	0.531	1.200	47.00	47.00	0.27
scaffold_3267	13955	15.21	1	3	0.21	0.741	0.231	NA	4544.00	4544.00	0.00
scaffold_3268	13954	18.45	1	16	1.15	0.354	0.195	0.455	279.50	279.50	0.00
scaffold_3269	13954	22.59	1	15	1.07	0.485	0.477	0.364	64.00	64.00	0.20
scaffold_3270	13947	17.47	1	7	0.50	0.507	0.321	0.167	1735.00	1735.00	0.14
scaffold_3271	13944	18.71	1	13	0.93	0.384	0.282	2.250	379.00	379.00	0.00
scaffold_3272	13938	20.38	1	6	0.43	0.904	0.664	2.000	735.00	735.00	0.00
scaffold_3273	13938	15.84	1	14	1.00	0.331	0.225	0.167	522.00	522.00	0.00
