ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_2435	930	61.40	1	2	2.15	0.251	0.251	1.000	215.00	215.00	0.00
scaffold_2436	930	67.10	1	1	1.08	0.162	0.162	NA	1.00	1.00	0.00
scaffold_2437	929	63.08	1	1	1.08	0.927	0.927	NA	3.00	3.00	0.00
scaffold_2438	929	65.66	1	2	2.15	0.169	0.169	NA	296.00	296.00	0.00
scaffold_2439	929	66.42	1	1	1.08	0.927	0.927	NA	2.00	2.00	0.00
scaffold_2440	928	61.96	1	1	1.08	0.129	0.129	NA	800.00	800.00	0.00
scaffold_2441	928	66.59	1	1	1.08	0.504	0.504	NA	2.00	2.00	0.00
scaffold_2442	928	62.07	1	1	1.08	0.654	0.654	NA	273.00	273.00	0.00
scaffold_2443	928	60.99	1	1	1.08	0.222	0.222	NA	706.00	706.00	0.00
scaffold_2444	927	72.60	1	1	1.08	0.099	0.099	NA	829.00	829.00	0.00
scaffold_2445	926	62.74	1	1	1.08	0.144	0.144	NA	2.00	2.00	0.00
scaffold_2446	925	60.86	1	2	2.16	0.372	0.372	1.000	91.00	91.00	0.00
scaffold_2447	925	67.03	1	2	2.16	0.238	0.238	NA	225.50	225.50	0.00
scaffold_2448	925	66.92	1	1	1.08	0.924	0.924	NA	1.00	1.00	0.00
scaffold_2449	925	58.92	1	1	1.08	0.642	0.642	NA	283.00	283.00	0.00
scaffold_2450	925	58.59	1	1	1.08	0.924	0.924	NA	1.00	1.00	0.00
scaffold_2451	924	61.80	1	1	1.08	0.324	0.324	NA	601.00	601.00	0.00
scaffold_2452	924	60.50	1	1	1.08	0.213	0.213	NA	710.00	710.00	0.00
scaffold_2453	923	68.58	1	1	1.08	0.921	0.921	NA	2.00	2.00	0.00
scaffold_2454	923	67.61	1	1	1.08	0.357	0.357	NA	565.00	565.00	0.00
scaffold_2455	922	64.43	1	1	1.08	0.366	0.366	NA	556.00	556.00	0.00
scaffold_2456	922	71.15	1	1	1.08	0.591	0.591	NA	330.00	330.00	0.00
scaffold_2457	921	61.35	1	2	2.17	0.397	0.397	1.000	63.50	63.50	0.00
scaffold_2458	921	62.43	1	2	2.17	0.217	0.217	1.000	243.50	243.50	0.00
scaffold_2459	920	57.61	1	2	2.17	0.303	0.303	1.000	40.00	40.00	0.00
scaffold_2460	920	75.76	1	1	1.09	0.918	0.918	NA	1.00	1.00	0.00
scaffold_2461	920	69.78	1	1	1.09	0.918	0.918	NA	2.00	2.00	0.00
scaffold_2462	920	72.50	1	2	2.17	0.235	0.235	1.000	225.50	225.50	0.00
scaffold_2463	920	64.13	1	2	2.17	0.433	0.433	NA	27.50	27.50	0.00
scaffold_2464	919	50.05	1	2	2.18	0.188	0.188	NA	273.00	273.00	0.00
scaffold_2465	919	66.05	1	2	2.18	0.141	0.141	NA	320.00	320.00	0.00
scaffold_2466	919	63.76	1	3	3.26	0.294	0.252	NA	22.50	22.50	0.33
scaffold_2467	919	64.74	1	2	2.18	0.364	0.364	1.000	96.00	96.00	0.00
scaffold_2468	919	67.79	1	1	1.09	0.642	0.642	NA	2.00	2.00	0.00
scaffold_2469	919	61.70	1	2	2.18	0.197	0.197	NA	254.00	254.00	0.00
scaffold_2470	918	60.02	1	1	1.09	0.099	0.099	NA	820.00	820.00	0.00
scaffold_2471	918	63.07	1	2	2.18	0.254	0.254	NA	52.00	52.00	0.00
scaffold_2472	918	57.84	1	2	2.18	0.261	0.261	NA	124.50	124.50	0.00
scaffold_2473	917	64.67	1	1	1.09	0.417	0.417	NA	1.00	1.00	0.00
scaffold_2474	917	66.74	1	1	1.09	0.267	0.267	NA	3.00	3.00	0.00
scaffold_2475	917	63.25	1	2	2.18	0.384	0.384	NA	76.00	76.00	0.00
scaffold_2476	915	65.25	1	1	1.09	0.429	0.429	NA	2.00	2.00	0.00
scaffold_2477	915	64.04	1	2	2.19	0.300	0.300	NA	3.00	3.00	0.50
scaffold_2478	913	66.70	1	1	1.10	0.912	0.912	NA	1.00	1.00	0.00
scaffold_2479	913	70.43	1	2	2.19	0.128	0.128	1.000	329.50	329.50	0.00
scaffold_2480	912	60.64	1	2	2.19	0.240	0.240	NA	217.00	217.00	0.00
scaffold_2481	912	61.29	1	1	1.10	0.756	0.756	NA	3.00	3.00	0.00
scaffold_2482	912	54.71	1	2	2.19	0.138	0.138	1.000	318.50	318.50	0.00
scaffold_2483	911	65.31	1	2	2.20	0.337	0.337	NA	119.50	119.50	0.00
scaffold_2484	910	69.56	1	2	2.20	0.394	0.394	1.000	61.00	61.00	0.00
scaffold_2485	910	59.45	1	2	2.20	0.453	0.453	NA	2.50	2.50	0.00
scaffold_2486	910	62.86	1	1	1.10	0.117	0.117	NA	3.00	3.00	0.00
scaffold_2487	910	58.90	1	1	1.10	0.081	0.081	NA	829.00	829.00	0.00
scaffold_2488	909	63.92	1	2	2.20	0.363	0.363	1.000	92.50	92.50	0.00
scaffold_2489	909	54.24	1	1	1.10	0.864	0.864	NA	3.00	3.00	0.00
scaffold_2490	908	68.61	1	2	2.20	0.321	0.321	1.000	133.50	133.50	0.00
scaffold_2491	908	74.67	1	1	1.10	0.906	0.906	NA	3.00	3.00	0.00
scaffold_2492	908	65.53	1	2	2.20	0.227	0.227	1.000	228.50	228.50	0.00
scaffold_2493	907	68.69	1	1	1.10	0.906	0.906	NA	2.00	2.00	0.00
scaffold_2494	907	70.23	1	2	2.21	0.363	0.363	1.000	91.00	91.00	0.00
scaffold_2495	907	67.59	1	1	1.10	0.906	0.906	NA	2.00	2.00	0.00
scaffold_2496	906	65.78	1	1	1.10	0.906	0.906	NA	1.00	1.00	0.00
scaffold_2497	905	65.41	1	1	1.10	0.639	0.639	NA	2.00	2.00	0.00
scaffold_2498	905	67.96	1	1	1.10	0.708	0.708	NA	198.00	198.00	0.00
scaffold_2499	905	65.41	1	1	1.10	0.255	0.255	NA	2.00	2.00	0.00
scaffold_2500	904	69.47	1	1	1.11	0.903	0.903	NA	1.00	1.00	0.00
scaffold_2501	904	72.57	1	1	1.11	0.693	0.693	NA	212.00	212.00	0.00
scaffold_2502	904	59.96	1	1	1.11	0.255	0.255	NA	2.00	2.00	0.00
scaffold_2503	903	56.81	1	1	1.11	0.192	0.192	NA	710.00	710.00	0.00
scaffold_2504	903	65.12	1	1	1.11	0.438	0.438	NA	171.00	171.00	0.00
scaffold_2505	903	70.99	1	1	1.11	0.900	0.900	NA	2.00	2.00	0.00
scaffold_2506	903	70.10	1	1	1.11	0.900	0.900	NA	2.00	2.00	0.00
scaffold_2507	903	64.01	1	1	1.11	0.180	0.180	NA	724.00	724.00	0.00
scaffold_2508	901	56.71	1	2	2.22	0.332	0.332	NA	95.50	95.50	0.00
scaffold_2509	901	62.38	1	1	1.11	0.897	0.897	NA	3.00	3.00	0.00
scaffold_2510	901	61.93	1	2	2.22	0.254	0.254	NA	28.50	28.50	0.00
scaffold_2511	900	64.56	1	1	1.11	0.690	0.690	NA	2.00	2.00	0.00
scaffold_2512	900	63.89	1	1	1.11	0.897	0.897	NA	3.00	3.00	0.00
scaffold_2513	900	71.33	1	2	2.22	0.333	0.333	NA	117.50	117.50	0.00
scaffold_2514	899	66.18	1	1	1.11	0.705	0.705	NA	11.00	11.00	0.00
scaffold_2515	899	67.96	1	2	2.22	0.420	0.420	NA	30.00	30.00	0.00
scaffold_2516	898	69.49	1	1	1.11	0.894	0.894	NA	3.00	3.00	0.00
scaffold_2517	898	59.24	1	2	2.23	0.195	0.195	NA	254.50	254.50	0.00
scaffold_2518	898	67.59	1	1	1.11	0.897	0.897	NA	2.00	2.00	0.00
scaffold_2519	898	70.71	1	1	1.11	0.891	0.891	NA	2.00	2.00	0.00
scaffold_2520	897	60.65	1	1	1.11	0.135	0.135	NA	762.00	762.00	0.00
scaffold_2521	897	72.69	1	1	1.11	0.894	0.894	NA	3.00	3.00	0.00
scaffold_2522	897	64.66	1	2	2.23	0.261	0.261	1.000	189.00	189.00	0.00
scaffold_2523	897	63.10	1	1	1.11	0.894	0.894	NA	2.00	2.00	0.00
scaffold_2524	897	63.32	1	2	2.23	0.396	0.396	1.000	53.50	53.50	0.00
scaffold_2525	896	69.42	1	1	1.12	0.882	0.882	NA	3.00	3.00	0.00
scaffold_2526	896	67.63	1	0	0	0	0	1	0	0	0
scaffold_2527	895	60.78	1	1	1.12	0.306	0.306	NA	3.00	3.00	0.00
scaffold_2528	894	46.98	1	1	1.12	0.186	0.186	NA	3.00	3.00	0.00
scaffold_2529	894	55.15	1	1	1.12	0.237	0.237	NA	656.00	656.00	0.00
scaffold_2530	893	51.51	1	2	2.24	0.120	0.120	NA	327.00	327.00	0.00
scaffold_2531	893	67.08	1	1	1.12	0.891	0.891	NA	1.00	1.00	0.00
scaffold_2532	893	52.41	1	1	1.12	0.600	0.600	NA	1.00	1.00	0.00
scaffold_2533	893	63.05	1	1	1.12	0.132	0.132	NA	762.00	762.00	0.00
scaffold_2534	892	53.25	1	2	2.24	0.216	0.216	1.000	231.50	231.50	0.00
scaffold_2535	892	59.30	1	1	1.12	0.891	0.891	NA	1.00	1.00	0.00
scaffold_2536	892	64.35	1	1	1.12	0.891	0.891	NA	2.00	2.00	0.00
scaffold_2537	891	66.22	1	1	1.12	0.801	0.801	NA	3.00	3.00	0.00
scaffold_2538	891	70.93	1	1	1.12	0.888	0.888	NA	2.00	2.00	0.00
scaffold_2539	891	54.21	1	2	2.24	0.239	0.239	NA	207.50	207.50	0.00
scaffold_2540	890	59.44	1	2	2.25	0.335	0.335	NA	111.50	111.50	0.00
scaffold_2541	890	59.33	1	3	3.37	0.251	0.330	NA	77.00	77.00	0.33
scaffold_2542	890	57.19	1	1	1.12	0.207	0.207	NA	682.00	682.00	0.00
scaffold_2543	890	67.64	1	2	2.25	0.427	0.427	NA	18.50	18.50	0.00
scaffold_2544	889	55.23	1	2	2.25	0.403	0.403	NA	41.50	41.50	0.00
scaffold_2545	889	53.88	1	2	2.25	0.355	0.355	NA	90.00	90.00	0.00
scaffold_2546	887	60.99	1	1	1.13	0.885	0.885	NA	1.00	1.00	0.00
scaffold_2547	887	66.52	1	1	1.13	0.162	0.162	NA	725.00	725.00	0.00
scaffold_2548	887	54.23	1	2	2.25	0.257	0.257	1.000	378.00	378.00	0.50
scaffold_2549	886	57.79	1	2	2.26	0.267	0.267	1.000	170.00	170.00	0.00
scaffold_2550	886	61.85	1	2	2.26	0.292	0.292	NA	151.00	151.00	0.00
scaffold_2551	885	55.48	1	1	1.13	0.852	0.852	NA	1.00	1.00	0.00
scaffold_2552	885	63.84	1	1	1.13	0.594	0.594	NA	1.00	1.00	0.00
scaffold_2553	884	72.29	1	1	1.13	0.822	0.822	NA	62.00	62.00	0.00
scaffold_2554	884	59.50	1	1	1.13	0.117	0.117	NA	767.00	767.00	0.00
scaffold_2555	883	60.93	1	1	1.13	0.576	0.576	NA	306.00	306.00	0.00
scaffold_2556	883	64.67	1	1	1.13	0.297	0.297	NA	2.00	2.00	0.00
scaffold_2557	882	59.07	1	1	1.13	0.324	0.324	NA	557.00	557.00	0.00
scaffold_2558	882	70.07	1	1	1.13	0.477	0.477	NA	293.00	293.00	0.00
scaffold_2559	882	71.09	1	1	1.13	0.879	0.879	NA	3.00	3.00	0.00
scaffold_2560	882	73.47	1	1	1.13	0.843	0.843	NA	38.00	38.00	0.00
scaffold_2561	882	52.04	1	1	1.13	0.288	0.288	NA	2.00	2.00	0.00
scaffold_2562	882	67.57	1	1	1.13	0.879	0.879	NA	2.00	2.00	0.00
scaffold_2563	881	52.67	1	2	2.27	0.161	0.161	1.000	281.50	281.50	0.00
scaffold_2564	881	60.95	1	2	2.27	0.380	0.380	NA	61.50	61.50	0.00
scaffold_2565	881	68.67	1	1	1.14	0.759	0.759	NA	1.00	1.00	0.00
scaffold_2566	880	67.95	1	1	1.14	0.846	0.846	NA	33.00	33.00	0.00
scaffold_2567	880	67.95	1	1	1.14	0.765	0.765	NA	1.00	1.00	0.00
scaffold_2568	879	45.62	1	1	1.14	0.492	0.492	NA	388.00	388.00	0.00
scaffold_2569	878	61.39	1	1	1.14	0.876	0.876	NA	1.00	1.00	0.00
scaffold_2570	878	60.82	1	2	2.28	0.295	0.295	NA	144.00	144.00	0.00
scaffold_2571	878	50.46	1	0	0	0	0	1	0	0	0
scaffold_2572	876	63.36	1	1	1.14	0.327	0.327	NA	347.00	347.00	0.00
scaffold_2573	876	61.99	1	1	1.14	0.123	0.123	NA	334.00	334.00	0.00
scaffold_2574	875	59.77	1	1	1.14	0.342	0.342	NA	534.00	534.00	0.00
scaffold_2575	875	70.97	1	1	1.14	0.330	0.330	NA	545.00	545.00	0.00
scaffold_2576	875	67.43	1	1	1.14	0.132	0.132	NA	743.00	743.00	0.00
scaffold_2577	875	56.34	1	1	1.14	0.525	0.525	NA	351.00	351.00	0.00
scaffold_2578	874	58.24	1	2	2.29	0.171	0.171	1.000	266.50	266.50	0.00
scaffold_2579	874	59.95	1	1	1.14	0.774	0.774	NA	99.00	99.00	0.00
scaffold_2580	874	75.97	1	1	1.14	0.873	0.873	NA	2.00	2.00	0.00
scaffold_2581	873	51.66	1	1	1.15	0.870	0.870	NA	2.00	2.00	0.00
scaffold_2582	873	64.26	1	1	1.15	0.150	0.150	NA	3.00	3.00	0.00
scaffold_2583	872	70.99	1	1	1.15	0.870	0.870	NA	1.00	1.00	0.00
scaffold_2584	872	55.73	1	1	1.15	0.870	0.870	NA	3.00	3.00	0.00
scaffold_2585	871	70.95	1	1	1.15	0.870	0.870	NA	1.00	1.00	0.00
scaffold_2586	870	69.20	1	1	1.15	0.870	0.870	NA	1.00	1.00	0.00
scaffold_2587	870	66.78	1	1	1.15	0.426	0.426	NA	2.00	2.00	0.00
scaffold_2588	870	69.31	1	1	1.15	0.870	0.870	NA	1.00	1.00	0.00
scaffold_2589	870	57.47	1	1	1.15	0.870	0.870	NA	1.00	1.00	0.00
scaffold_2590	870	73.79	1	1	1.15	0.867	0.867	NA	2.00	2.00	0.00
scaffold_2591	870	71.49	1	1	1.15	0.375	0.375	NA	1.00	1.00	0.00
scaffold_2592	869	77.10	1	1	1.15	0.606	0.606	NA	263.00	263.00	0.00
scaffold_2593	869	61.22	1	1	1.15	0.732	0.732	NA	138.00	138.00	0.00
scaffold_2594	869	67.20	1	1	1.15	0.804	0.804	NA	3.00	3.00	0.00
scaffold_2595	869	54.55	1	2	2.30	0.217	0.217	1.000	218.50	218.50	0.00
scaffold_2596	869	57.77	1	1	1.15	0.726	0.726	NA	142.00	142.00	0.00
scaffold_2597	868	73.96	1	1	1.15	0.678	0.678	NA	191.00	191.00	0.00
scaffold_2598	868	63.02	1	1	1.15	0.294	0.294	NA	575.00	575.00	0.00
scaffold_2599	868	62.21	1	2	2.30	0.222	0.222	NA	212.50	212.50	0.00
scaffold_2600	868	57.49	1	2	2.30	0.342	0.342	NA	92.50	92.50	0.00
scaffold_2601	867	60.67	1	2	2.31	0.180	0.180	1.000	254.00	254.00	0.00
scaffold_2602	867	62.05	1	2	2.31	0.174	0.174	1.000	261.00	261.00	0.00
scaffold_2603	867	58.59	1	1	1.15	0.546	0.546	NA	320.00	320.00	0.00
scaffold_2604	867	58.71	1	1	1.15	0.867	0.867	NA	1.00	1.00	0.00
scaffold_2605	866	62.24	1	1	1.15	0.864	0.864	NA	3.00	3.00	0.00
scaffold_2606	865	58.61	1	1	1.16	0.864	0.864	NA	1.00	1.00	0.00
scaffold_2607	865	65.09	1	2	2.31	0.307	0.307	1.000	125.50	125.50	0.00
scaffold_2608	865	66.94	1	1	1.16	0.123	0.123	NA	741.00	741.00	0.00
scaffold_2609	865	61.16	1	2	2.31	0.287	0.287	NA	7.50	7.50	0.00
scaffold_2610	865	64.74	1	1	1.16	0.570	0.570	NA	295.00	295.00	0.00
scaffold_2611	864	65.97	1	1	1.16	0.861	0.861	NA	2.00	2.00	0.00
scaffold_2612	864	73.03	1	1	1.16	0.495	0.495	NA	369.00	369.00	0.00
scaffold_2613	863	61.41	1	1	1.16	0.162	0.162	NA	1.00	1.00	0.00
scaffold_2614	862	63.34	1	2	2.32	0.390	0.390	NA	42.00	42.00	0.00
scaffold_2615	862	65.55	1	1	1.16	0.639	0.639	NA	224.00	224.00	0.00
scaffold_2616	862	62.06	1	1	1.16	0.861	0.861	NA	2.00	2.00	0.00
scaffold_2617	862	56.50	1	1	1.16	0.471	0.471	NA	2.00	2.00	0.00
scaffold_2618	861	59.00	1	1	1.16	0.861	0.861	NA	1.00	1.00	0.00
scaffold_2619	861	63.18	1	1	1.16	0.858	0.858	NA	3.00	3.00	0.00
scaffold_2620	861	67.83	1	1	1.16	0.678	0.678	NA	2.00	2.00	0.00
scaffold_2621	861	68.99	1	1	1.16	0.858	0.858	NA	3.00	3.00	0.00
scaffold_2622	860	68.60	1	1	1.16	0.528	0.528	NA	331.00	331.00	0.00
scaffold_2623	859	74.62	1	1	1.16	0.855	0.855	NA	3.00	3.00	0.00
scaffold_2624	859	56.23	1	1	1.16	0.858	0.858	NA	2.00	2.00	0.00
scaffold_2625	858	63.29	1	0	0	0	0	1	0	0	0
scaffold_2626	858	59.32	1	2	2.33	0.186	0.186	NA	244.00	244.00	0.00
scaffold_2627	857	70.13	1	1	1.17	0.855	0.855	NA	2.00	2.00	0.00
scaffold_2628	857	52.51	1	0	0	0	0	1	0	0	0
scaffold_2629	857	54.38	1	1	1.17	0.501	0.501	NA	3.00	3.00	0.00
scaffold_2630	857	73.05	1	1	1.17	0.855	0.855	NA	1.00	1.00	0.00
scaffold_2631	856	70.56	1	2	2.34	0.244	0.244	NA	185.00	185.00	0.00
scaffold_2632	856	66.82	1	1	1.17	0.366	0.366	NA	491.00	491.00	0.00
scaffold_2633	856	62.62	1	2	2.34	0.174	0.174	1.000	254.50	254.50	0.00
scaffold_2634	856	72.43	1	1	1.17	0.555	0.555	NA	3.00	3.00	0.00
scaffold_2635	855	71.81	1	1	1.17	0.852	0.852	NA	3.00	3.00	0.00
scaffold_2636	855	63.98	1	1	1.17	0.351	0.351	NA	3.00	3.00	0.00
scaffold_2637	855	66.32	1	1	1.17	0.855	0.855	NA	1.00	1.00	0.00
scaffold_2638	854	56.44	1	1	1.17	0.852	0.852	NA	3.00	3.00	0.00
scaffold_2639	853	74.33	1	1	1.17	0.816	0.816	NA	3.00	3.00	0.00
scaffold_2640	853	60.02	1	1	1.17	0.483	0.483	NA	126.00	126.00	0.00
scaffold_2641	852	69.72	1	2	2.35	0.195	0.195	NA	231.50	231.50	0.00
scaffold_2642	852	61.27	1	1	1.17	0.291	0.291	NA	560.00	560.00	0.00
scaffold_2643	852	71.48	1	1	1.17	0.852	0.852	NA	1.00	1.00	0.00
scaffold_2644	852	55.87	1	1	1.17	0.399	0.399	NA	3.00	3.00	0.00
scaffold_2645	851	68.63	1	1	1.18	0.780	0.780	NA	2.00	2.00	0.00
scaffold_2646	851	64.51	1	1	1.18	0.393	0.393	NA	3.00	3.00	0.00
scaffold_2647	851	52.53	1	1	1.18	0.105	0.105	NA	747.00	747.00	0.00
scaffold_2648	851	67.57	1	2	2.35	0.288	0.288	1.000	138.50	138.50	0.00
scaffold_2649	851	64.75	1	2	2.35	0.233	0.233	1.000	103.00	103.00	0.00
scaffold_2650	851	59.93	1	2	2.35	0.221	0.221	NA	41.00	41.00	0.00
scaffold_2651	850	59.41	1	1	1.18	0.846	0.846	NA	3.00	3.00	0.00
scaffold_2652	850	57.65	1	1	1.18	0.237	0.237	NA	614.00	614.00	0.00
scaffold_2653	850	69.76	1	1	1.18	0.849	0.849	NA	1.00	1.00	0.00
scaffold_2654	850	62.12	1	1	1.18	0.246	0.246	NA	180.00	180.00	0.00
scaffold_2655	850	49.06	1	0	0	0	0	1	0	0	0
scaffold_2656	849	66.55	1	1	1.18	0.846	0.846	NA	3.00	3.00	0.00
scaffold_2657	849	74.32	1	1	1.18	0.849	0.849	NA	1.00	1.00	0.00
scaffold_2658	849	54.53	1	1	1.18	0.303	0.303	NA	2.00	2.00	0.00
scaffold_2659	848	57.67	1	2	2.36	0.181	0.181	1.000	243.00	243.00	0.00
scaffold_2660	848	61.67	1	1	1.18	0.525	0.525	NA	245.00	245.00	0.00
scaffold_2661	848	65.57	1	1	1.18	0.480	0.480	NA	3.00	3.00	0.00
scaffold_2662	848	64.74	1	1	1.18	0.846	0.846	NA	3.00	3.00	0.00
scaffold_2663	847	61.04	1	1	1.18	0.489	0.489	NA	1.00	1.00	0.00
scaffold_2664	847	67.30	1	1	1.18	0.846	0.846	NA	2.00	2.00	0.00
scaffold_2665	847	55.14	1	1	1.18	0.207	0.207	NA	641.00	641.00	0.00
scaffold_2666	846	77.66	1	1	1.18	0.843	0.843	NA	2.00	2.00	0.00
scaffold_2667	846	62.06	1	1	1.18	0.258	0.258	NA	587.00	587.00	0.00
scaffold_2668	846	54.96	1	1	1.18	0.567	0.567	NA	279.00	279.00	0.00
scaffold_2669	845	70.65	1	1	1.18	0.843	0.843	NA	3.00	3.00	0.00
scaffold_2670	845	72.54	1	1	1.18	0.087	0.087	NA	1.00	1.00	0.00
scaffold_2671	845	54.20	1	2	2.37	0.291	0.291	NA	132.00	132.00	0.00
scaffold_2672	845	51.36	1	0	0	0	0	1	0	0	0
scaffold_2673	844	65.88	1	1	1.18	0.525	0.525	NA	1.00	1.00	0.00
scaffold_2674	844	72.04	1	2	2.37	0.383	0.383	NA	84.00	84.00	0.50
scaffold_2675	844	69.67	1	1	1.18	0.561	0.561	NA	3.00	3.00	0.00
scaffold_2676	844	62.56	1	1	1.18	0.711	0.711	NA	134.00	134.00	0.00
scaffold_2677	843	70.58	1	1	1.19	0.840	0.840	NA	3.00	3.00	0.00
scaffold_2678	843	64.89	1	1	1.19	0.603	0.603	NA	3.00	3.00	0.00
scaffold_2679	843	70.94	1	1	1.19	0.258	0.258	NA	3.00	3.00	0.00
scaffold_2680	842	58.79	1	1	1.19	0.567	0.567	NA	3.00	3.00	0.00
scaffold_2681	842	69.95	1	1	1.19	0.216	0.216	NA	626.00	626.00	0.00
scaffold_2682	842	69.48	1	2	2.38	0.403	0.403	1.000	19.00	19.00	0.00
scaffold_2683	842	66.27	1	2	2.38	0.219	0.219	1.000	203.50	203.50	0.00
scaffold_2684	841	63.85	1	1	1.19	0.078	0.078	NA	764.00	764.00	0.00
scaffold_2685	841	62.78	1	3	3.57	0.225	0.198	NA	9.00	9.00	0.33
scaffold_2686	840	63.93	1	2	2.38	0.264	0.264	1.000	156.50	156.50	0.00
scaffold_2687	840	65.00	1	1	1.19	0.423	0.423	NA	1.00	1.00	0.00
scaffold_2688	840	67.50	1	2	2.38	0.220	0.220	NA	200.00	200.00	0.00
scaffold_2689	840	65.12	1	1	1.19	0.240	0.240	NA	600.00	600.00	0.00
scaffold_2690	840	60.24	1	1	1.19	0.141	0.141	NA	698.00	698.00	0.00
scaffold_2691	840	69.52	1	2	2.38	0.387	0.387	NA	34.00	34.00	0.00
scaffold_2692	840	66.43	1	1	1.19	0.141	0.141	NA	3.00	3.00	0.00
scaffold_2693	839	55.18	1	2	2.38	0.147	0.147	1.000	274.00	274.00	0.00
scaffold_2694	839	72.82	1	2	2.38	0.420	0.420	NA	3.00	3.00	0.50
scaffold_2695	839	68.41	1	2	2.38	0.375	0.375	1.000	45.50	45.50	0.00
scaffold_2696	839	68.18	1	1	1.19	0.207	0.207	NA	3.00	3.00	0.00
scaffold_2697	839	53.52	1	1	1.19	0.303	0.303	NA	535.00	535.00	0.00
scaffold_2698	838	65.87	1	0	0	0	0	1	0	0	0
scaffold_2699	838	71.12	1	1	1.19	0.837	0.837	NA	2.00	2.00	0.00
scaffold_2700	838	57.76	1	2	2.39	0.362	0.362	1.000	58.50	58.50	0.00
scaffold_2701	838	50.84	1	2	2.39	0.221	0.221	1.000	199.50	199.50	0.00
scaffold_2702	837	58.90	1	2	2.39	0.364	0.364	1.000	55.00	55.00	0.00
scaffold_2703	837	58.54	1	1	1.19	0.129	0.129	NA	3.00	3.00	0.00
scaffold_2704	837	65.83	1	2	2.39	0.163	0.163	1.000	255.50	255.50	0.00
scaffold_2705	837	66.43	1	1	1.19	0.180	0.180	NA	657.00	657.00	0.00
scaffold_2706	837	65.71	1	3	3.58	0.279	0.261	NA	11.00	11.00	0.33
scaffold_2707	837	69.53	1	2	2.39	0.349	0.349	1.000	10.00	10.00	0.00
scaffold_2708	837	73.95	1	1	1.19	0.663	0.663	NA	2.00	2.00	0.00
scaffold_2709	837	61.77	1	1	1.19	0.534	0.534	NA	1.00	1.00	0.00
scaffold_2710	837	66.67	1	1	1.19	0.087	0.087	NA	2.00	2.00	0.00
scaffold_2711	836	60.89	1	2	2.39	0.132	0.132	NA	286.50	286.50	0.00
scaffold_2712	835	62.16	1	3	3.59	0.181	0.132	NA	8.00	8.00	0.00
scaffold_2713	835	68.14	1	1	1.20	0.627	0.627	NA	1.00	1.00	0.00
scaffold_2714	834	69.90	1	1	1.20	0.834	0.834	NA	1.00	1.00	0.00
scaffold_2715	834	63.19	1	1	1.20	0.792	0.792	NA	43.00	43.00	0.00
scaffold_2716	834	59.23	1	1	1.20	0.156	0.156	NA	1.00	1.00	0.00
scaffold_2717	834	63.43	1	1	1.20	0.711	0.711	NA	124.00	124.00	0.00
scaffold_2718	834	67.63	1	1	1.20	0.180	0.180	NA	1.00	1.00	0.00
scaffold_2719	834	58.87	1	1	1.20	0.765	0.765	NA	68.00	68.00	0.00
scaffold_2720	834	60.43	1	2	2.40	0.151	0.151	NA	266.00	266.00	0.00
scaffold_2721	833	71.07	1	2	2.40	0.347	0.347	1.000	71.00	71.00	0.00
scaffold_2722	833	57.26	1	1	1.20	0.288	0.288	NA	95.00	95.00	0.00
scaffold_2723	833	60.02	1	1	1.20	0.450	0.450	NA	3.00	3.00	0.00
scaffold_2724	833	61.94	1	2	2.40	0.225	0.225	1.000	192.50	192.50	0.00
scaffold_2725	832	59.50	1	1	1.20	0.828	0.828	NA	3.00	3.00	0.00
scaffold_2726	832	63.94	1	1	1.20	0.354	0.354	NA	479.00	479.00	0.00
scaffold_2727	832	68.27	1	1	1.20	0.423	0.423	NA	409.00	409.00	0.00
scaffold_2728	832	50.48	1	1	1.20	0.831	0.831	NA	2.00	2.00	0.00
scaffold_2729	832	66.35	1	1	1.20	0.738	0.738	NA	94.00	94.00	0.00
scaffold_2730	831	59.69	1	2	2.41	0.389	0.389	NA	27.50	27.50	0.00
scaffold_2731	831	63.42	1	1	1.20	0.828	0.828	NA	3.00	3.00	0.00
scaffold_2732	831	55.96	1	1	1.20	0.828	0.828	NA	2.00	2.00	0.00
scaffold_2733	831	71.48	1	0	0	0	0	1	0	0	0
scaffold_2734	831	70.16	1	1	1.20	0.240	0.240	NA	1.00	1.00	0.00
scaffold_2735	830	62.77	1	1	1.20	0.828	0.828	NA	1.00	1.00	0.00
scaffold_2736	830	64.34	1	1	1.20	0.828	0.828	NA	3.00	3.00	0.00
scaffold_2737	830	64.46	1	2	2.41	0.369	0.369	1.000	47.50	47.50	0.00
scaffold_2738	830	57.59	1	2	2.41	0.321	0.321	1.000	95.00	95.00	0.00
scaffold_2739	830	70.48	1	1	1.20	0.828	0.828	NA	2.00	2.00	0.00
scaffold_2740	830	75.30	1	1	1.20	0.828	0.828	NA	1.00	1.00	0.00
scaffold_2741	830	58.80	1	1	1.20	0.828	0.828	NA	1.00	1.00	0.00
scaffold_2742	829	64.54	1	1	1.21	0.447	0.447	NA	382.00	382.00	0.00
scaffold_2743	829	67.43	1	2	2.41	0.338	0.338	1.000	78.50	78.50	0.00
