VOG	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecomyces_churrovis_A_v1.0	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_single-cell_v1.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_C_tenue	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp	Obelidium_mucronatum_JEL802_v1.0	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spizellomyces_punctatus_DAOM_BR117	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_unknown_JEL0888
NCVOG0733																																																														scaffold_174										Supercontig_1			
NCVOG0743											scaffold_1258							NODE_1743_length_3099_cov_6.338187				scaffold_1857	scaffold_152	scaffold_124											NODE_248_length_3929_cov_12.543614					scaffold_175	scaffold_100								scaffold_251	NODE_215_length_29599_cov_7.903936	scaffold_1				c_7180000059210			NODE_1925_length_7528_cov_17.621662			NODE_2367_length_3509_cov_12.092075				scaffold_93	NODE_10016_length_973_cov_5.285714			NODE_3371_length_1793_cov_9.145688	NODE_2480_length_4814_cov_5.051932					NODE_139_length_17270_cov_41.968999
NCVOG0744	NODE_201_length_21282_cov_19.919972	NODE_1380_length_8492_cov_17.000832	Supercontig_42	scaffold_22	scaffold_1				NODE_4139_length_991_cov_178.393873	NODE_564_length_17644_cov_13.513918	scaffold_609		scaffold_906					NODE_37610_length_333_cov_13.503906					scaffold_235	scaffold_21		NODE_93_length_68378_cov_5.751687			NODE_42_length_122172_cov_9.783218	NODE_36_length_120944_cov_4.896994	scaffold_25	scaffold_1	NODE_2_length_1054681_cov_16.125990							scaffold_99	scaffold_70	scaffold_19		scaffold_4		NODE_1_length_119664_cov_26.534097				NODE_822_length_4891_cov_34.465310						NODE_18_length_106337_cov_6.153374		NODE_4110_length_3440_cov_16.329765	scaffold_55	scaffold_254	NODE_848_length_10537_cov_5.451243				scaffold_230	NODE_56_length_20249_cov_7.498017			NODE_1_length_373068_cov_26.197900	NODE_3688_length_1817_cov_5.412069		Supercontig_7		scaffold_44	NODE_3481_length_4343_cov_47.792126
NCVOG0756																																																											scaffold_5														NODE_623_length_14161_cov_30.508591		
NCVOG0757				scaffold_202	scaffold_23						scaffold_837									NODE_92_length_81487_cov_6.549760																								scaffold_7	NODE_13_length_131536_cov_10.432363				scaffold_80			NODE_334_length_39907_cov_3.289857			c_7180000060298			NODE_555_length_14889_cov_18.707737	scaffold_19	scaffold_133	NODE_752_length_11819_cov_5.756089			NODE_3003_length_4486_cov_33.838966											NODE_469_length_11722_cov_36.328811
NCVOG0763	NODE_119_length_62828_cov_20.226881		Supercontig_9	scaffold_369	scaffold_9	scaffold_816						scaffold_1		scaffold_25	scaffold_94						scaffold_109		scaffold_237	scaffold_66			scaffold_359													scaffold_148	scaffold_46	scaffold_20	scaffold_574					NODE_1304_length_4936_cov_78.204157	scaffold_697		scaffold_245		NODE_192_length_13008_cov_23.768927	scaffold_111				NODE_4745_length_2786_cov_15.978221	scaffold_33	scaffold_77		scaffold_3			scaffold_38		NODE_577_length_19813_cov_53.102908		NODE_7570_length_257_cov_22.950000			Supercontig_16	NODE_2112_length_1313_cov_21.295307	scaffold_2	
NCVOG0764				scaffold_352							scaffold_1635																		NODE_260_length_33193_cov_9.255979			scaffold_8													NODE_1248_length_9502_cov_19.301751							NODE_241_length_50933_cov_5.658349							scaffold_7	scaffold_762								NODE_4_length_433946_cov_5.728977	NODE_3533_length_1444_cov_16.525969			Supercontig_16	NODE_482_length_17305_cov_31.239262		
NCVOG0772																										NODE_60_length_84562_cov_5.733420																						NODE_2137_length_2621_cov_31.480739					NODE_7180_length_491_cov_16.509662																NODE_507_length_8001_cov_22.589096						
NCVOG0775																																																NODE_913_length_7041_cov_69.576680										NODE_3504_length_4179_cov_14.731351									NODE_38_length_64571_cov_55.196034								
NCVOG0777	NODE_2_length_561730_cov_20.390843		Supercontig_19		scaffold_84	scaffold_58			NODE_23_length_57557_cov_196.356976	NODE_2210_length_4794_cov_13.850329		scaffold_33		scaffold_73	scaffold_75	NODE_547_length_12648_cov_9.228383	NODE_34_length_145928_cov_10.146033	NODE_59062_length_239_cov_5.567901	NODE_2005_length_2163_cov_4.433365	NODE_195_length_38844_cov_3.124565	scaffold_275	scaffold_555	scaffold_93	scaffold_7			scaffold_201				scaffold_37	scaffold_7	NODE_5_length_958716_cov_15.904518	NODE_10_length_430446_cov_12.622280	NODE_11_length_347891_cov_22.511981	NODE_9_length_724686_cov_36.964730	NODE_3_length_1074072_cov_22.587369	NODE_36_length_247524_cov_22.435491	scaffold_110	scaffold_1	scaffold_23	scaffold_24	scaffold_533		NODE_369_length_23488_cov_19.511042		NODE_58_length_112001_cov_6.336002				scaffold_359	NODE_382_length_35212_cov_3.505280	NODE_2041_length_1643_cov_21.446999	scaffold_127		NODE_551_length_24451_cov_5.822750			scaffold_16	scaffold_267		scaffold_287	scaffold_5		scaffold_109			NODE_411_length_32944_cov_5.453951	NODE_718_length_5804_cov_24.999127			Supercontig_8	NODE_3366_length_300_cov_4.847534	scaffold_18	
NCVOG0778				scaffold_77						NODE_316_length_24786_cov_14.640293	scaffold_194					NODE_126_length_69003_cov_8.365580	NODE_133_length_66837_cov_10.437283	NODE_56747_length_246_cov_4.881657	NODE_328_length_24970_cov_4.985699	NODE_62_length_106614_cov_6.416682	scaffold_21	scaffold_475																		scaffold_312		scaffold_3				NODE_570_length_5993_cov_26.398749			scaffold_592	NODE_92_length_39091_cov_22.019737	scaffold_6	NODE_3_length_367413_cov_5.683633			c_7180000085756			NODE_450_length_16262_cov_16.749583	scaffold_3	scaffold_47	NODE_693_length_12580_cov_6.840438		scaffold_21	NODE_4678_length_2449_cov_21.076728	scaffold_108	NODE_24244_length_398_cov_7.199377			NODE_45379_length_212_cov_28.703704	NODE_3279_length_2495_cov_3.919355				scaffold_10	
NCVOG0780										NODE_544_length_18066_cov_14.244816												scaffold_107										scaffold_37								scaffold_176					NODE_38_length_70191_cov_9.096814					NODE_12375_length_502_cov_37.708235				scaffold_176				NODE_557_length_14873_cov_17.842390									NODE_928_length_13444_cov_54.798833	NODE_26_length_226059_cov_5.693468	NODE_5259_length_1422_cov_10.879554					scaffold_14	
NCVOG0782																																										scaffold_19																														Supercontig_14			
NCVOG0785										NODE_2003_length_5495_cov_11.938723										NODE_307_length_18738_cov_5.687637													NODE_1591_length_161_cov_11.916667																					scaffold_15								scaffold_9			scaffold_3		NODE_3493_length_939_cov_22.049884								
NCVOG0789				scaffold_319							scaffold_5079																																scaffold_376				NODE_1237_length_368_cov_8.271478	NODE_1217_length_5335_cov_71.646824	scaffold_168	NODE_3_length_339920_cov_8.369275					d_7180000052048				scaffold_3	scaffold_1												Supercontig_10			
NCVOG0800																																																NODE_3690_length_1017_cov_50.134963																			NODE_2414_length_3272_cov_55.691393								
NCVOG0806	NODE_2_length_561730_cov_20.390843	NODE_3878_length_1894_cov_16.121629	Supercontig_21		scaffold_3	scaffold_164	NODE_1023		NODE_29449_length_155_cov_142.320513	NODE_2033_length_5367_cov_13.575047		scaffold_143			scaffold_332	NODE_8773_length_274_cov_8.157360	NODE_1432_length_2468_cov_18.559180	NODE_80645_length_194_cov_4.247863	NODE_11042_length_233_cov_7.365385	NODE_25238_length_155_cov_5.756410	scaffold_142	scaffold_789	scaffold_13	scaffold_78	NODE_82_length_27947_cov_33.222641	NODE_86_length_71428_cov_6.057631	scaffold_97		NODE_269_length_31986_cov_10.060014	NODE_530_length_11821_cov_4.493572	scaffold_32	scaffold_2	NODE_21_length_400952_cov_15.469595	NODE_33_length_249778_cov_12.302430	NODE_44_length_164489_cov_13.981583	NODE_20_length_461068_cov_36.420203	NODE_7_length_620063_cov_22.468586	NODE_5_length_838540_cov_22.473805	scaffold_16	scaffold_11	scaffold_9	scaffold_9	scaffold_186	scaffold_8	NODE_137_length_39131_cov_21.304476	NODE_261_length_10249_cov_23.482599	NODE_27_length_156229_cov_7.049839	NODE_53_length_39736_cov_84.548350		NODE_45_length_150951_cov_8.387283	scaffold_470	NODE_37_length_158406_cov_5.734313	NODE_1_length_296862_cov_26.329831	scaffold_89		NODE_44_length_76517_cov_6.169689	NODE_10_length_311094_cov_9.361392	NODE_32_length_32732_cov_18.340652			NODE_2093_length_4050_cov_11.998490	scaffold_44	scaffold_6	NODE_826_length_14179_cov_31.413487	scaffold_326	NODE_45390_length_236_cov_7.698113	NODE_124_length_45045_cov_59.277531	NODE_200_length_74375_cov_5.834693	NODE_1392_length_3343_cov_16.624005	NODE_693_length_18883_cov_3.998617		Supercontig_2	NODE_147_length_34587_cov_38.002695	scaffold_19	NODE_316_length_13416_cov_43.052328
NCVOG0816											scaffold_199																																		NODE_8_length_186014_cov_9.495679				scaffold_39																										NODE_4385_length_3677_cov_28.405278
NCVOG0817									NODE_2089_length_1543_cov_142.967258																															scaffold_64		scaffold_13										NODE_198_length_60916_cov_5.515886	NODE_2746_length_1198_cov_30.365745																NODE_19094_length_424_cov_18.893372						
NCVOG0819																																													NODE_1062_length_11175_cov_19.178771																														
NCVOG0820						scaffold_613			NODE_446_length_3722_cov_202.696296						scaffold_28									scaffold_36		NODE_208_length_42659_cov_11.022991														scaffold_378	scaffold_181									NODE_18244_length_344_cov_58.509363			NODE_197_length_12884_cov_24.747794			NODE_801_length_16076_cov_5.629789	NODE_9_length_313995_cov_9.297766												NODE_291_length_11483_cov_21.820270						NODE_8065_length_2058_cov_28.647653
NCVOG0822				scaffold_379														NODE_260_length_6721_cov_5.888922					scaffold_18	scaffold_16		NODE_164_length_49506_cov_5.673957				NODE_1465_length_1005_cov_4.096983		scaffold_37								scaffold_97		scaffold_23							scaffold_14	NODE_2244_length_2474_cov_27.666667				scaffold_39				NODE_3617_length_4047_cov_18.626700	scaffold_42	scaffold_87		scaffold_260		NODE_1883_length_7256_cov_34.057807	scaffold_5	NODE_2264_length_2451_cov_6.505897			NODE_103_length_5711_cov_10.331381	NODE_47_length_57365_cov_4.174242					NODE_18067_length_562_cov_30.781443
NCVOG0832			Supercontig_10																																																											scaffold_13										Supercontig_18			
NCVOG0835	NODE_11_length_373146_cov_20.851299	NODE_2704_length_3795_cov_16.377084	Supercontig_32		scaffold_2					NODE_2967_length_2900_cov_12.441020		scaffold_78			scaffold_8	NODE_119_length_71474_cov_8.755032	NODE_112_length_77303_cov_10.193921	NODE_59812_length_236_cov_19.691824	NODE_49_length_103515_cov_4.934299	NODE_11_length_230839_cov_6.720899	scaffold_34	scaffold_433			NODE_1419_length_5075_cov_30.546218	NODE_357_length_24010_cov_5.632516	scaffold_458		NODE_129_length_64835_cov_9.326225	NODE_99_length_63456_cov_4.291106										scaffold_491						NODE_2758_length_1101_cov_23.931641					scaffold_262	NODE_249_length_49357_cov_5.670942				NODE_12_length_117875_cov_5.883962	NODE_25_length_224170_cov_9.304071	NODE_2397_length_6247_cov_15.247326			NODE_1691_length_5181_cov_4.872061	scaffold_57				NODE_1886_length_2676_cov_9.782224	NODE_344_length_27149_cov_49.603576	NODE_54_length_171724_cov_6.087307	NODE_47600_length_206_cov_12.379845	NODE_73_length_49870_cov_4.318278			NODE_1637_length_3078_cov_27.145285		NODE_6528_length_2622_cov_23.302947
NCVOG0836	NODE_125_length_59289_cov_19.689641	NODE_1839_length_6366_cov_13.874881	Supercontig_34							NODE_3165_length_2524_cov_11.490396		scaffold_266														NODE_61_length_84500_cov_5.599185																		scaffold_24						NODE_9843_length_626_cov_33.134545						NODE_804_length_16014_cov_5.640522	NODE_206_length_50002_cov_9.006530					scaffold_23		NODE_1136_length_11292_cov_32.872938					NODE_166_length_47929_cov_8.133996						NODE_320_length_13382_cov_36.099587
NCVOG0840																																													NODE_3_length_237275_cov_9.286722																														
NCVOG0844									NODE_7743_length_641_cov_146.129433	NODE_33_length_55800_cov_15.478940				scaffold_132	scaffold_80	NODE_2761_length_887_cov_9.593827		NODE_4805_length_1894_cov_6.221244	NODE_558_length_13270_cov_5.854696	NODE_521_length_6955_cov_12.216197			scaffold_13			NODE_1529_length_2621_cov_11.227987				NODE_234_length_34682_cov_4.539228	scaffold_26			NODE_6_length_502619_cov_12.428014	NODE_211_length_7863_cov_15.860647									scaffold_1							scaffold_41	NODE_67_length_113658_cov_5.594307				NODE_417_length_29904_cov_5.919670	NODE_88_length_105272_cov_9.355150	NODE_2826_length_5297_cov_13.425287			NODE_3603_length_2103_cov_6.125370				scaffold_11	NODE_2079_length_2546_cov_6.445930	NODE_38_length_64571_cov_55.196034	NODE_431_length_30550_cov_5.943753	NODE_4326_length_1067_cov_21.112121						NODE_692_length_10105_cov_38.153670
NCVOG0847																																																																									NODE_2639_length_526_cov_40.093541		
NCVOG0868	NODE_5_length_515902_cov_20.459836		Supercontig_5	scaffold_242	scaffold_5	scaffold_207			NODE_93_length_10527_cov_187.911292		scaffold_1346	scaffold_229		scaffold_286	scaffold_95	NODE_158_length_56084_cov_9.054154	NODE_817_length_7098_cov_10.680672			NODE_155_length_48416_cov_6.615362	scaffold_67	scaffold_1587	scaffold_566	scaffold_161			scaffold_43				scaffold_1	scaffold_36	NODE_2_length_1054681_cov_16.125990	NODE_1775_length_159_cov_1.256098	NODE_3728_length_135_cov_21.534483	NODE_27_length_353278_cov_36.900634	NODE_26_length_268085_cov_22.141078	NODE_28_length_317182_cov_48.523663	scaffold_3	scaffold_211	scaffold_156					NODE_6333_length_353_cov_21.659420			scaffold_53		scaffold_45	NODE_354_length_38181_cov_3.226984	NODE_212_length_12593_cov_23.036833	scaffold_106					scaffold_37	scaffold_1		scaffold_96	scaffold_9		scaffold_92				NODE_699_length_773_cov_36.725575		NODE_148			scaffold_7	
NCVOG0872																																													NODE_1845_length_5758_cov_20.621722																												NODE_1122_length_6843_cov_49.725096		
NCVOG0873																																																NODE_2273_length_2396_cov_174.514015																											
NCVOG0885										NODE_2141_length_4992_cov_30.746897																																																																	
NCVOG0890		NODE_6792_length_620_cov_16.635359		scaffold_86					NODE_1406_length_1970_cov_168.538827		scaffold_138	scaffold_1		scaffold_18																												scaffold_19							scaffold_216	NODE_64_length_48131_cov_22.997836		NODE_350_length_38462_cov_6.026964			c_7180000065949				scaffold_81	scaffold_7									NODE_823_length_4594_cov_16.788355						
NCVOG0893				scaffold_111					NODE_8_length_86006_cov_206.338943	NODE_37_length_53517_cov_15.195135	scaffold_49	scaffold_25	scaffold_4049	scaffold_302	scaffold_91	NODE_493_length_14526_cov_9.276351	NODE_413_length_21471_cov_10.605918	NODE_52361_length_261_cov_5.010870	NODE_111_length_62944_cov_4.936374	NODE_16_length_211831_cov_6.455533	scaffold_26	scaffold_208	scaffold_92		NODE_1014_length_7203_cov_32.976003	NODE_64_length_82287_cov_5.982301						scaffold_10								scaffold_180	scaffold_62	scaffold_4		scaffold_14	NODE_835_length_13662_cov_18.731616	NODE_1996_length_1522_cov_42.699654			scaffold_26	NODE_10_length_258591_cov_8.572623	scaffold_48	NODE_1392_length_5998_cov_4.603952	NODE_5518_length_749_cov_23.416667		d_7180000057583	NODE_186_length_47475_cov_6.029305	NODE_75_length_119073_cov_9.540363	NODE_1201_length_10360_cov_19.327045	scaffold_13		NODE_8036_length_696_cov_9.426494			NODE_4028_length_3076_cov_21.938646	scaffold_260	NODE_8968_length_1061_cov_7.316057	NODE_104_length_47077_cov_55.017064		NODE_3905_length_923_cov_23.527187	NODE_3530_length_2067_cov_5.448744		Supercontig_20		scaffold_17	NODE_6928_length_2461_cov_28.169044
NCVOG0897				scaffold_285					NODE_11095_length_477_cov_176.975000	NODE_1118_length_10742_cov_15.253915	scaffold_264				scaffold_61	NODE_12_length_218355_cov_8.720719	NODE_117_length_76335_cov_10.447743		NODE_238_length_34887_cov_4.888251	NODE_130_length_61085_cov_6.353560	scaffold_1					NODE_4_length_184249_cov_5.845107			NODE_412_length_17201_cov_9.144476	NODE_12_length_175022_cov_4.330435															NODE_38_length_70191_cov_9.096814				scaffold_37		scaffold_130	NODE_892_length_11419_cov_3.425498			c_7180000081752			NODE_12_length_40922_cov_18.548611	scaffold_29	scaffold_56	NODE_933_length_9603_cov_5.330254						NODE_2718_length_2290_cov_34.154993		NODE_4638_length_948_cov_19.918485	NODE_968_length_14897_cov_4.499595		Supercontig_1	NODE_52_length_53677_cov_37.469590	scaffold_3	
NCVOG0898				scaffold_99							scaffold_3418			scaffold_10										scaffold_153		NODE_1916_length_1940_cov_21.675255					scaffold_37				NODE_38_length_186903_cov_13.806548							scaffold_5	scaffold_1410						scaffold_222				NODE_3806_length_969_cov_21.713004					NODE_5985_length_1799_cov_19.520906	scaffold_1	scaffold_404		scaffold_36	scaffold_8	NODE_56_length_41464_cov_39.176094			NODE_1518_length_7786_cov_43.264107	NODE_157_length_89705_cov_4.441899	NODE_1068_length_3917_cov_20.731510	NODE_393_length_25666_cov_4.034273					NODE_2495_length_5424_cov_32.090331
NCVOG0899																																																																					NODE_213_length_37114_cov_8.637525						
NCVOG0901	NODE_12_length_364458_cov_20.858409	NODE_91_length_35444_cov_15.379224	Supercontig_23		scaffold_16	scaffold_2			NODE_19722_length_212_cov_79.340741	NODE_390_length_22190_cov_15.134220		scaffold_14	scaffold_88	scaffold_197	scaffold_5	NODE_62_length_112779_cov_8.667030		NODE_84656_length_187_cov_4.009091	NODE_2068_length_2048_cov_5.762557	NODE_172_length_43878_cov_6.390151	scaffold_20			scaffold_6	NODE_19_length_43790_cov_33.160021	NODE_27_length_112354_cov_5.949331	scaffold_94		NODE_55_length_108847_cov_9.377512	NODE_89_length_68140_cov_4.458840	scaffold_14	scaffold_3	NODE_1_length_1869972_cov_16.027777	NODE_17_length_337630_cov_12.580374	NODE_29_length_205666_cov_29.555842	NODE_14_length_595033_cov_36.303323	NODE_72_length_98620_cov_21.191520	NODE_17_length_522325_cov_22.177337	scaffold_35			scaffold_13	scaffold_697	scaffold_3	NODE_3_length_237275_cov_9.286722	NODE_1807_length_1680_cov_25.530880				NODE_1978_length_2723_cov_24.820862	scaffold_4	NODE_304_length_42795_cov_3.286366	NODE_8_length_88110_cov_26.280349	scaffold_25		NODE_385_length_31887_cov_5.539862		NODE_4100_length_3447_cov_14.503858			NODE_1670_length_5243_cov_6.783004		scaffold_2	NODE_25_length_51405_cov_34.819767	scaffold_5	NODE_1096_length_3472_cov_5.559776		NODE_12_length_272825_cov_5.656360	NODE_204_length_8172_cov_23.585176	NODE_114_length_43117_cov_4.360595			NODE_91_length_41242_cov_35.103948	scaffold_7	NODE_42233_length_189_cov_39.446429
NCVOG0904																																													NODE_594_length_17666_cov_18.808517																														
NCVOG0921																																													NODE_47740_length_107_cov_66.733333			NODE_194_length_23791_cov_97.672514																									NODE_627_length_14089_cov_54.890166		
NCVOG0924	NODE_83_length_102121_cov_20.482312	NODE_64_length_40622_cov_26.697447	Supercontig_27										scaffold_3959	scaffold_11		NODE_210_length_41901_cov_9.175531			NODE_721_length_9058_cov_5.464982	NODE_554_length_6388_cov_9.067184												scaffold_6	NODE_9_length_728160_cov_16.093817	NODE_4_length_521025_cov_12.596912	NODE_68_length_128748_cov_13.637898	NODE_40_length_194791_cov_38.072553	NODE_20_length_310532_cov_22.396599	NODE_30_length_312629_cov_22.718354	scaffold_24			scaffold_10			NODE_3_length_237275_cov_9.286722	NODE_132_length_14803_cov_24.894133			scaffold_164	NODE_23585_length_197_cov_9.441667	scaffold_4	NODE_1911_length_3921_cov_3.584547		scaffold_18	c_7180000088186								scaffold_6						NODE_11678_length_749_cov_12.505952			Supercontig_3	NODE_316_length_23553_cov_37.673070	scaffold_1	
NCVOG0926																																																												scaffold_599															
NCVOG0934																																																																					NODE_5942_length_319_cov_1.417355						
NCVOG0942																																													NODE_3636_length_1364_cov_22.281274																			NODE_78391_length_86_cov_4.444444											
NCVOG0961																																																																									NODE_271_length_26132_cov_38.639609		
NCVOG0967							NODE_4872		NODE_164_length_6890_cov_187.462351		scaffold_1863					NODE_425_length_17855_cov_8.608111	NODE_213_length_45078_cov_10.697918	NODE_16_length_68669_cov_5.088013	NODE_1203_length_4687_cov_4.885033	NODE_644_length_5456_cov_6.934003	scaffold_2								NODE_121_length_68539_cov_9.444305	NODE_121_length_56074_cov_4.567227	scaffold_47	scaffold_41				NODE_3_length_959961_cov_36.961272						scaffold_7					NODE_136_length_60122_cov_6.843758				scaffold_99							NODE_3656_length_3993_cov_19.534219	scaffold_68		NODE_113_length_34910_cov_5.501450				scaffold_8	NODE_1572_length_2922_cov_6.369420	NODE_1540_length_7667_cov_42.763241			NODE_19_length_78233_cov_4.250384					NODE_2316_length_5662_cov_44.370278
NCVOG0970																																													NODE_17_length_110342_cov_9.259693							NODE_49_length_135821_cov_5.852714												NODE_1040_length_12191_cov_32.870150											
NCVOG0973																																													NODE_3414_length_1622_cov_16.972168																														
NCVOG0976			Supercontig_4	scaffold_185	scaffold_5	scaffold_174			NODE_1243_length_2118_cov_134.427732		scaffold_25	scaffold_106		scaffold_235	scaffold_191						scaffold_7		scaffold_93	scaffold_8			scaffold_16				scaffold_56		NODE_27_length_267594_cov_14.873010	NODE_3_length_607984_cov_12.710118											NODE_946_length_12371_cov_38.406214		NODE_85_length_85109_cov_6.648289		scaffold_52		scaffold_322								scaffold_3			scaffold_49	scaffold_5								NODE_182				
NCVOG0978																																													NODE_1271_length_9281_cov_19.259561																												NODE_353_length_21457_cov_35.625678		
NCVOG0979	NODE_69_length_129620_cov_20.708475	NODE_41_length_52746_cov_26.252340	Supercontig_49	scaffold_16	scaffold_1	scaffold_952	NODE_1228		NODE_12523_length_419_cov_210.643275	NODE_188_length_30664_cov_15.352535	scaffold_56	scaffold_1	scaffold_966	scaffold_24	scaffold_134	NODE_126_length_69003_cov_8.365580	NODE_133_length_66837_cov_10.437283	NODE_43897_length_297_cov_5.554545	NODE_328_length_24970_cov_4.985699	NODE_62_length_106614_cov_6.416682	scaffold_21	scaffold_116	scaffold_49	scaffold_86	NODE_229_length_18680_cov_30.325270	NODE_44_length_92912_cov_5.632477	scaffold_68		NODE_392_length_18761_cov_9.560694	NODE_351_length_22297_cov_7.088569	scaffold_11	scaffold_3	NODE_1_length_1869972_cov_16.027777	NODE_86_length_83913_cov_13.079059	NODE_3_length_456261_cov_13.924154	NODE_23_length_440405_cov_36.880430	NODE_4_length_797427_cov_22.570721	NODE_15_length_540448_cov_22.689419	scaffold_44	scaffold_243	scaffold_2	scaffold_7	scaffold_2157	scaffold_5	NODE_585_length_17809_cov_20.585777	NODE_192_length_12314_cov_26.285037	NODE_227_length_34927_cov_6.430014	NODE_2895_length_1644_cov_151.534780	scaffold_367	NODE_792_length_5025_cov_23.446241	scaffold_152	NODE_275_length_45317_cov_3.552785	NODE_9116_length_219_cov_14.169014	scaffold_18	c_7180000062373	NODE_175_length_48354_cov_6.041925	NODE_136_length_76255_cov_9.396834	NODE_2608_length_5763_cov_18.401337	scaffold_19	scaffold_74	NODE_17148_length_272_cov_5.015385	scaffold_1	scaffold_6	NODE_321_length_23242_cov_34.153292		NODE_208_length_8249_cov_9.817915	NODE_63_length_55617_cov_52.656014	NODE_5_length_428727_cov_5.882168	NODE_10518_length_368_cov_10.147766	NODE_951_length_15147_cov_3.897014		Supercontig_26	NODE_319_length_23403_cov_34.649919	scaffold_16	NODE_527_length_11130_cov_39.751561
NCVOG0981																				NODE_1051_length_3150_cov_5.002603																																																							
NCVOG0984																																													NODE_16906_length_145_cov_90.882353			NODE_2108_length_2661_cov_27.074690										NODE_846_length_12372_cov_18.034486						NODE_1944_length_7056_cov_35.494483			NODE_10279_length_147_cov_26.371429						NODE_13116_length_145_cov_24.426471		
NCVOG0985		NODE_14_length_137398_cov_27.245156							NODE_6214_length_752_cov_175.441481	NODE_780_length_14339_cov_13.778783		scaffold_242	scaffold_88	scaffold_197						NODE_145_length_51787_cov_6.522220	scaffold_15				NODE_124_length_24267_cov_34.330591	NODE_81_length_73355_cov_6.087038			NODE_340_length_22870_cov_8.669153	NODE_231_length_34936_cov_4.260019	scaffold_22	scaffold_1	NODE_2_length_1054681_cov_16.125990							scaffold_6		scaffold_13	scaffold_251	scaffold_34	NODE_443_length_21092_cov_22.418653		NODE_40_length_124901_cov_6.904978	NODE_28_length_49333_cov_82.300694		NODE_2_length_130577_cov_46.627518		NODE_17_length_209927_cov_5.616069	NODE_8_length_88110_cov_26.280349	scaffold_20	c_7180000070343	NODE_96_length_60497_cov_5.943512	NODE_46_length_169281_cov_10.724825	NODE_1639_length_8421_cov_14.326303			NODE_4302_length_1660_cov_12.876816	scaffold_105	scaffold_2	NODE_9447_length_566_cov_183.754601	scaffold_4	NODE_1_length_155861_cov_3.785273			NODE_28925_length_287_cov_8.066667	NODE_4816_length_838_cov_4.553219		Supercontig_11	NODE_98_length_40217_cov_36.569307		NODE_8340_length_1977_cov_36.461579
NCVOG0987	NODE_394_length_1285_cov_57.235099				scaffold_1										scaffold_75						scaffold_7		scaffold_2	scaffold_18								scaffold_5		NODE_4_length_521025_cov_12.596912					scaffold_76						NODE_369_length_23488_cov_19.511042						scaffold_224	NODE_15_length_217657_cov_5.660028		scaffold_65					scaffold_2	scaffold_39		scaffold_169	scaffold_5						NODE_2154_length_939_cov_9.082367					scaffold_24	
