VOG	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecomyces_churrovis_A_v1.0	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_single-cell_v1.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_C_tenue	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp	Obelidium_mucronatum_JEL802_v1.0	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spizellomyces_punctatus_DAOM_BR117	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_unknown_JEL0888
NCVOG0280	2e-21	2.8e-32	1.2e-21	1.5e-42	2.3e-27	4.1e-13	9.7e-17		6.4e-24	2.2e-20	1.1e-36	7.4e-13	3e-12	5e-18	8.1e-21	6.7e-33	2.8e-33	4.8e-24	8.1e-26	8.5e-28	7.1e-28	8.1e-22	4.6e-23	8.2e-26		3.4e-24	1.5e-23		7.3e-13	3.8e-23	8.4e-40	3.7e-20	3.3e-18							2.3e-29	3.4e-26	7.8e-29	6.2e-25		5.1e-19	3e-17	2.8e-26	1.9e-26	2e-39	1.7e-22	2.9e-27	9.6e-33	1.1e-22	3.3e-30	2e-12	1.5e-37	2.9e-25	3.8e-25	6.4e-30	8.6e-32	1.5e-24	4.2e-26	1.4e-26	3.3e-29	7.7e-26	3.3e-31	4.9e-29	4.3e-32	1e-28	1.2e-23		2.7e-26	3.4e-19	1.5e-25	4e-33
NCVOG0281				9.3e-16							3.6e-20																							5.7e-12															7.4e-18						8e-23				4.8e-19	6.2e-23			7.1e-11			1.2e-12									
NCVOG0282	6.3e-29		1.1e-29	1.3e-20	1.3e-19	4e-23			2.2e-15	4.2e-14	2.5e-20	6.5e-27		2e-31	2.5e-15	4.4e-15	1.9e-14	3.2e-14	7.7e-14	6.4e-17	2.3e-16	1.4e-20	5.9e-16			3.9e-13	1.9e-15		1.3e-15	1.5e-15	2.8e-20	6.4e-23	2.6e-21	3e-23	4.8e-21	1.5e-18	2.3e-25	1.3e-21	2.6e-23	9e-24	1.2e-14	4.9e-21	3.7e-14		9.1e-14	4.2e-19		2e-12	2.1e-21	5.6e-11	1.3e-18	1.3e-14	1.7e-19	5.6e-14		1.1e-11	6.9e-13	4.6e-18	4.9e-21	4.1e-21	8.4e-12	2.4e-19	3.9e-20		8.6e-17	1.3e-12		2.3e-11	2.5e-25	9.6e-12	7.7e-14	3.5e-22	5.2e-18	3.5e-28	
NCVOG0284	7.3e-16		5.4e-16	2.6e-15		2.9e-20	1.6e-17		6.1e-26	4.8e-12	3e-18	6.6e-20	1.8e-22	3e-22		3.7e-12	1.2e-12	3.9e-13	3.7e-12	2.2e-12	6.3e-13	2.4e-12	2.9e-15									2.2e-13	6.6e-14						1.5e-11	1.4e-12	7.7e-20	2.9e-17		2.2e-12	5.6e-13		5.8e-14	2.4e-13	2.6e-18	2e-21	1.7e-13	5.4e-29	1.2e-20				6.6e-17	2.6e-11	5.6e-18	7.1e-17			2.5e-15	1.7e-23	4.5e-12	2.6e-13		4.8e-42	1.1e-20	2.2e-15		1.1e-13	5.5e-12	4.7e-11	1.1e-13
NCVOG0285																																													4.5e-12																														
NCVOG0288	1e-13						7.5e-18										9.3e-12			7.6e-25																																																		6.2e-19					
NCVOG0296	1.6e-11	5.4e-12	2.2e-12	6.2e-11	1.1e-11				1.3e-15			1.4e-13	1.4e-15	4.4e-15				3.2e-12				2.3e-13				1.9e-12					2.5e-17										2.7e-12								2.1e-12	3.5e-18			1.4e-13							2.3e-11									8e-17	1.3e-11					
NCVOG0297	1.6e-16	6.2e-13	8.9e-17		1.6e-11	3.1e-14			1.8e-18			1.3e-16	1.6e-16	5.6e-17		1.8e-11		1.9e-15						3.6e-11	8.2e-20	2.5e-13					4.8e-11	1.7e-15	3.5e-15									2.7e-18	2.3e-11	1.8e-12		2.2e-13				1.3e-19	2.9e-11	1.1e-16	1.2e-15	3.6e-12		9.4e-12					1.4e-12	1.4e-13		5.7e-15	9.8e-15	6.1e-16			1.6e-20	2.9e-12		2e-16		3.6e-12	6.4e-30
NCVOG0301	5e-23	6.9e-21	2.5e-22	6.8e-11	1.8e-17	3.6e-21			3.4e-16	1e-11		1.7e-25	1.6e-30	3.5e-31	5.7e-13	2.7e-20	1.7e-20	3.6e-21	1.2e-19	9.6e-20	1.2e-21	6.9e-24	3.3e-14	3.4e-15	3.1e-19	2e-11	6.2e-13		1.8e-23	5.4e-23	2.9e-23	6.4e-18	1.4e-15	7.3e-13	1e-12	4.5e-12	8.9e-12	7.3e-12	1.9e-13		2.4e-17	1.5e-26	5.1e-13	5.6e-16	2.7e-13	2e-15			8.4e-13	7.5e-29	1.5e-13	2e-26	2.4e-19	4.8e-30			2.4e-11		3.2e-11	1.4e-12	1.5e-12	1.1e-18	3e-13	8.4e-13	4.5e-18	1.3e-21	3.7e-12	2.2e-11	4.5e-22	3.9e-13	8.3e-13	7.5e-18	1.7e-12	3.8e-19	1.5e-17
NCVOG0302	9.1e-24	1e-22	1e-23	2.4e-16	1.8e-21	3.1e-22	4.8e-16		1.7e-18	3.5e-13		3.3e-28	5.2e-31	1.1e-31	2.9e-15	4e-21	2.6e-21	2.5e-23	3.9e-21	3.9e-21	4.7e-23	4.2e-26	3.1e-17	2.3e-19	2.4e-22	1.1e-19	4.2e-15		2e-19	8.1e-17	2.2e-21	8.6e-18	6.8e-17	2.2e-12	2.6e-12	1.1e-17	9.7e-18	2.8e-12	6.8e-14	2.5e-18	5.3e-14	1.9e-19	1.7e-16	1.2e-16	3.7e-16	5.8e-19	2.2e-13	2e-15	3.2e-13	4.7e-32	2.8e-18	4.4e-27	3.3e-22	2e-31		1.1e-23	5.3e-15	1.2e-20	4.4e-14	1.3e-13	1.8e-16	8.5e-25	1.8e-15	3.7e-20	2e-21	1.1e-24	3.8e-14	3e-14	3.7e-22	2.3e-14		5.3e-17	8.7e-17	4.3e-20	5.2e-21
NCVOG0304	9.8e-12		1.4e-12	3.6e-16	9e-14	7.5e-17			1.6e-11	1.6e-15	1.6e-14	5.6e-17	1.6e-17	1.7e-17		2.4e-15			4.9e-11	6.1e-16	3e-12	2.5e-12	9.5e-13	1.9e-13			5.5e-12			8.6e-15	9.1e-18	3.1e-15	3.8e-15	4e-11	4.3e-11	1.8e-11	6.2e-11	7.5e-11	1.8e-12	3.7e-12	1.2e-11	1.6e-20	2.1e-13	1.2e-16				8.5e-11	6.7e-15	2.5e-17	4e-12	5.1e-12	1.9e-12	1e-16				1.2e-13	3e-16	3.3e-16		1.1e-12	1.1e-14	4.7e-14	1.7e-12		1.3e-13	3.4e-11	1.4e-13			7.6e-12	1.7e-13	6.2e-14	6.2e-11
NCVOG0305	1.3e-22	6.3e-11	2.1e-21	8.5e-22	6.2e-27	2e-28	1.3e-21		1.4e-39	2.2e-15	1.7e-12	6.7e-22	2.5e-26	8.1e-33	6.4e-22	1.6e-22	1.1e-20	4.9e-12	1.7e-19	5.4e-22	2.7e-22	1e-28	9.8e-22	1.7e-14	3.5e-18	7.3e-13	2.2e-21		1.4e-25	2.1e-32	2.6e-22	6.3e-24	4.8e-29	4.1e-20	3.3e-20	5.9e-21	5.2e-20	3.8e-20	9.6e-22	2.6e-21	4e-15	1.3e-29	3.7e-27	3.4e-28	5.9e-20	3.4e-17		4.4e-11	1.2e-23	7.4e-26	2.8e-21	2.1e-17	1.6e-36	4.6e-16	1.6e-12	3.4e-21	9.3e-20	5.3e-17	1.1e-24	1.4e-27	5.1e-16	3.4e-41	7.8e-21	1.7e-27	1.4e-21	1e-11	1.7e-19	1.3e-19	1.5e-36	2.2e-16	3.3e-11	7.3e-34	3.5e-20	6.6e-28	3.6e-14
NCVOG0307									4.9e-18																																																							1.7e-14					2.2e-15						
NCVOG0308				2.3e-27						3.3e-12	1.3e-11							9.1e-14								7e-14					1.4e-15	6.2e-11	1.2e-12									2.8e-15					3.3e-11	5.3e-17	2e-23	5e-19								5.7e-13	4.8e-20	4.5e-21				4.5e-11		8.4e-12	1.1e-11		2e-16						
NCVOG0310				3.4e-39							3.8e-19				5e-18											2e-22																							7.3e-38			7.2e-23			1.8e-20		4.5e-25			2.1e-28															
NCVOG0312				3.2e-29			6.5e-15		1.2e-15	8e-19					4.7e-12			8.4e-14						3.1e-14		4.7e-12			2.8e-14	2.2e-15	9.2e-18		1.6e-13						2.5e-11	1.5e-13							2.7e-14	2.2e-13	2.5e-28	2.9e-16			1.9e-17			6.2e-20		5.4e-15	1.6e-28	1.6e-27		3.1e-16		5.7e-12	4.4e-13	1e-11		5.2e-11	2.6e-16	4.7e-23					9.4e-12
NCVOG0314	2.4e-11	7.4e-14	4.7e-12		4.3e-12	8e-13				7.7e-11	8.7e-11	4.5e-12				6.3e-16	4.7e-15		2.8e-16	4.3e-15		7.2e-12							6.6e-14	1.4e-14	6.4e-15	6.9e-14	3.5e-11									4.2e-12										1.7e-15						2.6e-16	2.6e-11	7.5e-11	1.3e-15				6.1e-11	4.5e-13		8.5e-18		7.9e-15		1.6e-14		1.6e-11	1e-12
NCVOG0316																		3.7e-16				1.5e-12	1.5e-18																						9.1e-14					1.3e-28						4.1e-11		7.1e-28				4.9e-25		1.1e-18	2.8e-15	3.7e-18									
NCVOG0317									3.3e-14																																											1.1e-12																							
NCVOG0318																																																				4e-12																	1.5e-14						
NCVOG0319							3e-22													4.4e-37																				1e-11					3.4e-28																								4e-19						
NCVOG0320									1.5e-17														3.8e-12									4.4e-22	2.4e-21	6.5e-13								1.2e-15											4.7e-11									1.9e-15	1.7e-20						6.7e-20			1.9e-21	8.7e-21	3.9e-16	
NCVOG0321	4.4e-22	2e-14		3.7e-12			1.7e-27			1.7e-33								5.4e-19	7.3e-33	4.2e-39	6.1e-12		1.2e-25								3.9e-24	2.9e-15			7.2e-20						5.4e-26						3.1e-18	6.6e-13		2.3e-47						1.5e-14			8.7e-14	9.1e-12	1.4e-20	2.4e-28	2.7e-13	9.9e-27		5.6e-21	3.5e-22	4.7e-27	8.6e-14	2.4e-18				5.7e-21	
NCVOG0326	8.9e-23	2e-18					4.3e-16			9.3e-19								9.5e-16	1.9e-38	4.6e-23			1.8e-22								3.6e-15				4.8e-13						1e-12						1.6e-22	5.9e-14		2.6e-23						1.2e-11					1.5e-24	6.3e-22		3.6e-29		3.3e-30		5.5e-18		3e-23				6.6e-14	
NCVOG0329	3e-11	3.4e-11	2.9e-12	7.4e-40		1.8e-24	2.6e-11		1.7e-36	1.6e-13		1.3e-20	1.8e-15	5.8e-15	3.4e-17	5.6e-29	5.1e-29	2.8e-19	7.5e-29	3.9e-26	2.4e-31	3.2e-20	4e-13	2.3e-13		1.6e-36	5.1e-11		1.6e-14	2e-14	1.3e-15	4.8e-12	6.3e-18						8.7e-11	1.5e-14	2e-11	1.9e-14		2.9e-30				1.3e-14	3.8e-35	5e-20	8.4e-20	3.4e-29	3.1e-34	5.6e-20	1.1e-11	1.8e-24	6.1e-11	1.8e-18	1.8e-42	1.4e-30	1.1e-15	7.6e-14		1.2e-13	1.4e-17	2.8e-21	7.1e-12		1.1e-36	1.7e-18	6.9e-20	1.4e-35		3.8e-36	5.4e-21
NCVOG0330																										4e-13																								7.4e-11											5.4e-15														
NCVOG0331		3.7e-11				1.5e-12			2.4e-17																																	3e-13			3.1e-11					9.8e-11						1.2e-12								3.3e-12		1.4e-13			5.1e-18						7.5e-11
NCVOG0332																																												1.1e-13	2.4e-18																								2.3e-14	6e-15		3.4e-12			
NCVOG0333	3.8e-11	2.2e-11	3.9e-13	3.3e-12	3.4e-12	3.4e-12	1.3e-12		1.7e-11	2.6e-14	5.4e-11	2.9e-12	2.3e-12	1.6e-11		9.4e-11		1e-15		5.2e-12	8.1e-13	9.9e-12	1.1e-11	1.2e-11	4e-16	6.4e-16	4.7e-11		6.3e-19	1.9e-22	5.1e-14	2.7e-16	8.2e-12		2.3e-11	7e-11			4e-12	1.6e-12	7.2e-12	1e-16	9.1e-12		7.2e-20	1.7e-11	1.4e-11	4.6e-11	7.1e-12	5e-12	1.6e-12	1.4e-11	8.4e-12	1.6e-12	3.6e-12	1.2e-20		1.9e-15	5.5e-12	4.1e-12	4.2e-15	7e-16	3.2e-12	1.3e-17	5.5e-12	8.8e-17	5.1e-11		5.5e-12	4.3e-19		7.8e-14	1.1e-11	2.8e-12	2.3e-12
NCVOG0334					1.4e-29					5.1e-25			3.7e-38	1.2e-37																	1.4e-47	5.6e-52	4.5e-50	4.6e-21	4.2e-21	1.2e-21	3.4e-21	4.1e-21	1.2e-22					7.4e-36	3.5e-35									4.3e-21									5.2e-50					2.5e-25				2.1e-20	5.3e-48	1.1e-25	
NCVOG0335																																								8e-18												1.9e-13																	8.2e-20						
NCVOG0346																																		1.1e-12	7.6e-11																																		1.5e-11						
NCVOG0350											1.4e-16							1.6e-14											2e-29		5.9e-28					1.6e-11	9.9e-11		1.5e-11		3e-21								6.3e-20						2.1e-25			2.6e-24								2.6e-15			3.5e-21	3.3e-12					
NCVOG0352																		8.8e-11																								6.7e-11			8.5e-23					4.1e-18		6.4e-13		7.5e-16															1.3e-12						
NCVOG0353										9.8e-24														2e-11																						1.7e-23				9.2e-19												4.8e-14		6e-23				1.2e-24	2e-16						
NCVOG0356																																																2.3e-11																											
NCVOG0360	2.1e-55	1.2e-63	2e-56	5.9e-57	7.8e-59	9.2e-59			1.7e-48	2.2e-58	1.6e-56	4.5e-58		9.7e-52	6.4e-42	5e-57	1e-57	2.6e-54	1.6e-56	8.4e-38	2.6e-58	1.5e-53	3.2e-60	1.1e-41	4.9e-60	4.5e-56	2.3e-59		1.9e-97	3.7e-62	1.6e-57	5.2e-45	3.8e-43	2.2e-54	2.7e-54	6.4e-54	1.1e-54	2.3e-54	3.8e-56	8.8e-41	1.5e-18	6e-43	2.1e-42	8.9e-17	1.5e-62	6.5e-46	8.2e-31	2.2e-31	4.2e-57	5.7e-68	4.7e-59	1.3e-57	7.3e-35	7.9e-44	2.9e-54	6e-53	1.3e-41	2.1e-81	2.1e-57	6.4e-59	4.3e-82	7.3e-40	4.2e-55	3.5e-40	1.3e-58	5.5e-61	8.2e-40	4.3e-38	4e-82	3.5e-74		2.8e-58	4.7e-51	3.4e-57	1.1e-37
NCVOG0370				1.3e-15					1.2e-12	3.9e-13	5.8e-15							5.8e-14													9.5e-14								4.9e-11						2.1e-28				5.3e-17			9.4e-13			8.9e-18			1.7e-16	1.3e-18	4e-16	3.8e-12			1.3e-32	3.6e-11	2.2e-14			6.9e-14			1.3e-12			2.2e-11
NCVOG0387																																													3.4e-18			4.9e-12																											
NCVOG0395									6.1e-11																										6.7e-11		2.9e-14	4.8e-15				9.2e-11			2e-11			1.3e-24																					3.6e-12						
NCVOG0397																																																																			8.2e-12								
NCVOG0399																																																												1.6e-11															
NCVOG0424				5.1e-19			2.3e-14				8.4e-20					3.9e-11																8.4e-16	1.4e-17								3.1e-11								2.1e-17		1.6e-11				9.8e-13					3e-12			3.8e-12						2.6e-11			2.8e-13		1.5e-11	
NCVOG0433																																																3.1e-12																											
NCVOG0435									1.2e-13	1.2e-23																					3.1e-20					5e-13					7.6e-17			3.5e-11	1.3e-12					9.5e-28													2e-16				9.5e-16	2.3e-18	5.8e-12			1.8e-20		1.5e-16	
NCVOG0450	3.6e-58	5.4e-59	1.5e-21		2.9e-17	4.9e-69			2.1e-17	1.4e-59		1.3e-42				4.7e-13		4.1e-57	1.6e-11	3.2e-13			2.2e-67	2.2e-76			7.7e-25		2.3e-14	1.9e-23	5.5e-27	5.7e-19	8.9e-16	4.8e-63	3.4e-67	1.4e-67	6.7e-39	7.1e-67	1.9e-68				2.2e-13				9.1e-14	2.1e-14		2.5e-58	5e-25	3.9e-14					2.1e-22				9.8e-23		3.2e-24		9.9e-50	1.2e-56	1.9e-54	1.6e-88	1.3e-18	1.7e-31		1e-14	1.1e-33		2.5e-61
NCVOG0451				4.4e-32	2.4e-26	4.4e-16	1.3e-17		6.8e-33	1.4e-47					4.3e-21	3.6e-17	1.4e-22	1.6e-17	8.5e-24	2.4e-24	1.7e-25	1.1e-15	1.8e-29	7.1e-30	2.9e-27	4.2e-23	2.3e-11		3.1e-27	4e-22	1.2e-33	1e-53	6.2e-54	7.8e-14	4.1e-11	1.4e-15	1.8e-13	2e-16	5.9e-18	3.7e-35	1.6e-34	9.8e-28	3.3e-21		4.2e-23	2.3e-28	2.6e-13	1.1e-12	1.1e-35	2.8e-31	9.6e-35	6.5e-26	2e-31	3e-27		2.1e-15	1.7e-20	2.2e-24	7.3e-24	1.7e-39	6.5e-24	1.2e-30	1.8e-34	1e-44	6.7e-26	1.3e-22	4.5e-27	9.6e-31	1.8e-32	3.6e-20		3.8e-24	1.6e-23		8.9e-13
NCVOG0465				1.7e-13																																									3.3e-11																														
NCVOG0486	3.4e-36	4.6e-48	1.2e-35	4.4e-22	1.9e-20	2.1e-30	6.3e-24		2.4e-24	2.7e-23	2.6e-28	2.6e-27	1.4e-13	8.7e-25	1.8e-22			1.5e-19						4.6e-27	6.2e-35	2.3e-29	7.7e-26		7.5e-14	5.4e-15	2.7e-19	7.1e-32	1.1e-19	1.1e-20	4.3e-20	1.6e-20	4.7e-20	5.7e-20	1.7e-21	9.5e-20	2.7e-19	3.5e-25	1.5e-24	2.7e-22	2.6e-25	9.7e-19			2.5e-30	8.1e-30	9.1e-11	2.7e-23	3.7e-23	1.5e-18	3.2e-21	2.5e-31	4.1e-25	6.1e-21	5.7e-29	1.1e-19		1.6e-22	1.1e-21	2.7e-25	3.3e-13	3.1e-21	7.5e-21	3.9e-19	1.9e-26	1.3e-14		7.7e-20	1.7e-19	3.7e-18	5.5e-47
NCVOG0493																																												9.7e-13																															
NCVOG0496																																																	1.4e-11																										
NCVOG0503																							8.1e-43																		8.3e-55									3.7e-74																									
NCVOG0504				1.3e-22																											3.6e-14											8.8e-11																	4.2e-19	1.2e-16		1.9e-11		3.7e-11					4.5e-12						
NCVOG0517	5.3e-13		1.6e-16	5.2e-21	6.1e-13	6.2e-15			2.5e-14			1.2e-11			1.2e-21			1.2e-11			7.2e-12	6e-12	4.9e-23	2.8e-19			5e-15		2.6e-13	9.8e-14	5.9e-20	5.1e-23	3.7e-16	5.7e-12			3.3e-11	3.9e-11	1.1e-12	2.6e-16	5.2e-12	3.7e-13	9.7e-12	4.2e-14	8.8e-15	9e-12		8.6e-15		1.6e-12	2.4e-18		4.4e-19	6.1e-11		5.4e-11	5.1e-12	6.8e-12	4.8e-20	1.1e-19	2.5e-11	2.2e-20	4.9e-12	5e-15	1.4e-21	5e-14	1.4e-19	2.9e-18	9.7e-18					1.6e-15	
NCVOG0522				5.3e-14	2.6e-11		5.1e-11		1.4e-11					3.6e-11	8.5e-12		2.7e-15		4.2e-13	5.8e-13	2.2e-13	6.8e-13	7.7e-13	3.9e-17			1.7e-11				8.8e-14	4e-12				2.3e-12	6.3e-11	3.6e-11	1e-12		3e-14		8.3e-12	8.7e-11	5.1e-33	2e-12				1.4e-14		1.4e-12				2.1e-13	2.6e-12		8e-13	3.3e-12		6.4e-13	2.5e-12		4.2e-11			7.8e-11	4e-12			2e-14	2.7e-59	2.2e-12	
NCVOG0529																																																4.1e-14																											
NCVOG0531	7.1e-18	3e-17	1.9e-18		4.9e-12				1.7e-24			2.2e-17	3.1e-12	4.1e-21				6.2e-21						4.6e-15		1.7e-18	2.6e-11		7.2e-13		5.5e-13	9.8e-12		1.4e-15	2.4e-15	2.6e-14	3.8e-15	5.4e-15	1.6e-16	1.3e-11		1.2e-20	8.4e-14	2.3e-14	2.3e-14				9.5e-14	7.5e-16	2.3e-11	7.8e-19	1.1e-15			2.3e-21	1.1e-11		3.9e-13	1.5e-12			2.6e-16	5.1e-17	2.6e-16	8.1e-21			2e-19	2.9e-16		6.5e-19	6e-13	3.7e-14	
NCVOG0541					1.4e-12		2.2e-25			9.2e-30			1.5e-23	3.4e-23	3.1e-25									1.3e-11	2.4e-12		2.8e-11		6.4e-11			3.2e-11	1.4e-12								1.1e-11	1.8e-12	2.1e-11	1.7e-11	9.4e-18							1e-19					1.7e-14	4e-12						1.8e-13		4.1e-11			1.8e-15			8e-14	2.2e-23		
NCVOG0542																		8.8e-11																																																1.5e-12									
NCVOG0549																																													3.3e-17																														
NCVOG0552																																																2e-11																				1.2e-13							
NCVOG0562																2.7e-12																																																											
NCVOG0564									3.7e-14																																				4.5e-18																														
NCVOG0566																																													9.6e-22			1.2e-11					4.9e-11																5.5e-12				1.7e-24		
NCVOG0580				2.1e-16										2.5e-13									1.8e-12	6.6e-12																						1.4e-12							1.5e-12						9e-16	2.7e-18		1e-11							2e-13						
NCVOG0585				3.8e-23					7e-13	1.2e-34	2.8e-27																															2.1e-12			2.4e-30		4.5e-13	1.7e-77	1.2e-25	2.9e-15								7.4e-16	6.2e-23	1.9e-20				5e-26	6.3e-16	1.3e-16	1e-28		1.9e-11				2.9e-37		
NCVOG0594																																																																2.1e-19											
NCVOG0603				3.3e-11					1.3e-14														2.8e-16								8.4e-18	2.9e-25	5e-28		1.8e-23							9.5e-30				4.1e-21			1.1e-11	1.4e-20		1.7e-42	2.1e-17		8.6e-12	6.2e-15						1.3e-14		9.6e-15					2.9e-21				2.2e-23	2.3e-12	1.3e-17
NCVOG0604											2.6e-12																																						1.2e-11										1.7e-13																
NCVOG0605		1.7e-13					4.4e-17		7.4e-28	1.9e-26		2.2e-26	2.6e-12	5.3e-12	1.5e-19	2e-29	1.3e-25		3.1e-24	1.7e-26	3e-52			8.8e-34		9.5e-13	1.2e-20		1.9e-22	4.4e-21	1.5e-13	7.1e-13	7.6e-14		1.9e-13	3.1e-11		3e-12	4.2e-14	2.7e-27							2.7e-22	1.3e-16		4.7e-13	4.7e-20	4.1e-28	1.6e-17	1.2e-13		2.2e-21	1.9e-18	6.3e-16	5.6e-54	2.1e-47		4.8e-37	8.9e-11		8.3e-14			4.7e-21	2.4e-23	5.3e-13		4.4e-31	3.3e-12	5.6e-12	2.1e-37
NCVOG0613	1.7e-17	7.8e-22	5.8e-19	2.4e-15	1.2e-12	1.2e-13			1.7e-35		1.3e-14	8.2e-17	1.7e-22	4.9e-22		3e-17		1.1e-15	2.7e-21	1.3e-17	4.2e-11				3.6e-18				4.6e-17	2.1e-16										2.2e-17		7.5e-25	4.8e-19		4.3e-28	1.1e-21			7.9e-15	5.6e-16		6.2e-34	3.3e-21					1.3e-18	2.4e-15	1e-15				1.7e-21	1.9e-12	1.6e-16		1e-14	4.3e-24					5.5e-12	
NCVOG0620									5.9e-12																																				2.5e-11																			1.6e-11											
NCVOG0621																						3.1e-21																																							2.4e-24														
NCVOG0632																				6.1e-11																																																							
NCVOG0637																																																	1.1e-12																										
NCVOG0640																																																8.2e-11																											
NCVOG0644				3.2e-15																																																							1.2e-11													5.5e-11			
NCVOG0646																																																																			2.6e-11						9.4e-15		
NCVOG0647																															3.7e-14																																									7.4e-12			
NCVOG0651									4.8e-15																							2.4e-11																				7.6e-12																	1.4e-11						
NCVOG0652	6.3e-35	2.3e-41	1.1e-36	1.7e-23	5.3e-14	8.4e-30			4.2e-89	1.9e-16	3.1e-24	5.2e-32		4.8e-46	6.9e-16	5.9e-27	7.1e-16	8.2e-38	1.6e-18	3.9e-20	2.4e-11	7.1e-40	4.8e-17	5.3e-31	2.5e-20	1.5e-25	9.3e-20		7.9e-30	1.5e-29	7.6e-28	1.7e-40	1.4e-40	4.5e-24	6e-23	1.3e-31	1.1e-31	6.1e-31	4e-33	7.8e-36		2.5e-46	1.4e-17	1.1e-31	2.7e-96	1.1e-12			1.5e-40	3e-40	8.4e-32	4.3e-63	5.4e-58		5.9e-26	1.8e-51		4.1e-32	1.1e-23	5e-24	4.6e-46		9.2e-32	1.9e-55	4.5e-22	9.1e-26	1.4e-22	4.1e-22	2.3e-84	5e-26		5.8e-17	2.5e-26	3.2e-44	3e-28
NCVOG0657				1.7e-16																			7.3e-11								3.5e-18												5.2e-11			6.2e-11													1.4e-13	1.8e-12		3.3e-12					1.8e-16				9.1e-11	2.5e-11			
NCVOG0660																																																3.4e-14																											
NCVOG0663		3.4e-28		1.4e-20					2.3e-24		8.9e-15			9.3e-11		1.1e-12	6.9e-13	2.5e-17	1.8e-12	3e-12	6.3e-13	1e-13											5.9e-13							1.3e-12						1.2e-12			2.6e-21	6.3e-16	2.4e-11	2.8e-24	2.2e-18		2.3e-11			4.2e-19		2.7e-16	1.9e-11		1.3e-11		8.1e-16	4.4e-26			1.3e-24	1e-20		1e-11			
NCVOG0666				2e-13																																																							4.5e-15	9.3e-11															
NCVOG0669					3.8e-13				2.7e-13	3.5e-12			1e-15	3.5e-11		4.4e-13	2.3e-14	8.6e-21	1e-14	3.7e-13	1.2e-13	2e-18	4.9e-12	6.5e-14	1.4e-11	1.8e-20			4.1e-18	4.6e-17	6.4e-18	1.5e-12	1.5e-14	8e-11	1.5e-11	2.4e-11	5.9e-11		9.3e-12			3.4e-19	5.8e-11	6.5e-15		2.2e-12	1.5e-11	3.7e-12		5.1e-17	2.1e-12	1.9e-13	3.4e-13				2.2e-14	4.7e-14			5.4e-17	3.9e-16	2.7e-11	9.1e-25	5e-16	1.6e-23		2.6e-17	1.3e-20	1e-20		2.9e-15			4.1e-16
NCVOG0670									6e-11	1.3e-18								1.4e-16							8.6e-17																				5.2e-14			2.1e-21		2.7e-16								4e-22								3.7e-14	6.1e-19			2.4e-23			1.1e-30		1.1e-13
